label,source,side_col,support_proxy,support_gate,mix,anchor_mean,side_mean,rankcal_mean,final_mean
47158son01,roniheka,30,11,0.6527782950197748,0.45694480651384234,0.6058130860328674,0.0002521946153137833,0.6058130860328674,0.6058129668235779
47158son13,backtracking,0,22,0.8236858992241085,0.5765801294568759,0.6037747263908386,0.13829438388347626,0.6037746667861938,0.6037746667861938
47158son21,roniheka,50,20,0.7997878577113147,0.5598515003979202,0.604129433631897,0.0005314846057444811,0.604129433631897,0.604129433631897
47158son22,backtracking,0,22,0.8236858992241085,0.5765801294568759,0.604004442691803,0.13829438388347626,0.6040043234825134,0.6040043234825134
47158son23,backtracking,0,22,0.8236858992241085,0.5765801294568759,0.6039630770683289,0.13829438388347626,0.6039630770683289,0.6039630770683289
