branch,weight,min,max,mean,std
clean_anchor,0.85,0.011144416406750679,0.9994698762893677,0.521132230758667,0.24234454333782196
tsubasa_sidecar,0.15,0.012570500373840332,0.9998123645782471,0.5207706689834595,0.2519237697124481
v120_blend,1.0,0.013461866416037083,0.9991453289985657,0.5210780501365662,0.23614893853664398
