branch,role,min,max,mean,std
clean_sed_surrogate,base,0.0004633812350220978,0.9999972581863403,0.630508542060852,0.26960763335227966
tsubasa_sed_rankcal,rankcal_sidecar,0.0004633812350220978,0.9999972581863403,0.630508542060852,0.26960763335227966
v123_rankcal_singlepass_hybrid_sed,final_layer_input,0.0004633812350220978,0.9999972581863403,0.6306974291801453,0.26968178153038025
