branch,mean,std,min,max
v110_like,0.521132230758667,0.24234454333782196,0.011144416406750679,0.9994698762893677
v113_like,0.5210217237472534,0.24324007332324982,0.011144416406750679,0.9995066523551941
v114_blend,0.5211156606674194,0.24191993474960327,0.011144416406750679,0.9994661808013916
