class_name,active_rows,anchor_mean,final_mean
47158son17,6,0.6090324521064758,0.6103860139846802
516975,17,0.5049744844436646,0.5142911076545715
116570,15,0.6090144515037537,0.610672116279602
47158son25,9,0.609270453453064,0.6105095148086548
chacha1,20,0.5090211033821106,0.5112001299858093
47158son10,16,0.6093769073486328,0.6171008944511414
47158son21,15,0.6086723804473877,0.6102314591407776
