name,anchor,min_support,min_delta,weight,rank_margin,top1_threshold,top1_margin,macro_auc,micro_auc,top1_hit,top5_hit,scored_classes,corr_vs_anchor,mad_vs_anchor,corr_vs_v103_diagnostic,classes_mixed,active_cells,sources_used,selected_classes,min,max
v128_v114_clean_selfblend_min5_d0_w0.9_rm0_t0.7,v114_clean_selfblend,5,0.0,0.9,0.0,0.7,0.08,0.97987635,0.92085607,0.23287671,0.52054795,22,0.99768118,0.00147650,0.78387841,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.9_rm0_t0.8,v114_clean_selfblend,5,0.0,0.9,0.0,0.8,0.08,0.97987635,0.92085607,0.23287671,0.52054795,22,0.99768118,0.00147650,0.78387841,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.9_rm0_t0.9,v114_clean_selfblend,5,0.0,0.9,0.0,0.9,0.08,0.97987635,0.92085607,0.23287671,0.52054795,22,0.99768118,0.00147650,0.78387841,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.9_rm0_t0.7,v114_clean_selfblend,10,0.0,0.9,0.0,0.7,0.08,0.97987635,0.92085607,0.23287671,0.52054795,22,0.99768118,0.00147650,0.78387841,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.9_rm0_t0.8,v114_clean_selfblend,10,0.0,0.9,0.0,0.8,0.08,0.97987635,0.92085607,0.23287671,0.52054795,22,0.99768118,0.00147650,0.78387841,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.9_rm0_t0.9,v114_clean_selfblend,10,0.0,0.9,0.0,0.9,0.08,0.97987635,0.92085607,0.23287671,0.52054795,22,0.99768118,0.00147650,0.78387841,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.9_rm0.05_t0.7,v114_clean_selfblend,5,0.0,0.9,0.05,0.7,0.08,0.97985691,0.91981454,0.23287671,0.52054795,22,0.99768927,0.00145149,0.78385620,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.9_rm0.05_t0.8,v114_clean_selfblend,5,0.0,0.9,0.05,0.8,0.08,0.97985691,0.91981454,0.23287671,0.52054795,22,0.99768927,0.00145149,0.78385620,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.9_rm0.05_t0.9,v114_clean_selfblend,5,0.0,0.9,0.05,0.9,0.08,0.97985691,0.91981454,0.23287671,0.52054795,22,0.99768927,0.00145149,0.78385620,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.9_rm0.05_t0.7,v114_clean_selfblend,10,0.0,0.9,0.05,0.7,0.08,0.97985691,0.91981454,0.23287671,0.52054795,22,0.99768927,0.00145149,0.78385620,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.9_rm0.05_t0.8,v114_clean_selfblend,10,0.0,0.9,0.05,0.8,0.08,0.97985691,0.91981454,0.23287671,0.52054795,22,0.99768927,0.00145149,0.78385620,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.9_rm0.05_t0.9,v114_clean_selfblend,10,0.0,0.9,0.05,0.9,0.08,0.97985691,0.91981454,0.23287671,0.52054795,22,0.99768927,0.00145149,0.78385620,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.9_rm0_t0.7,v114_clean_selfblend,15,0.0,0.9,0.0,0.7,0.08,0.97983844,0.91929021,0.23287671,0.52054795,22,0.99818925,0.00108600,0.78404058,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.9_rm0_t0.8,v114_clean_selfblend,15,0.0,0.9,0.0,0.8,0.08,0.97983844,0.91929021,0.23287671,0.52054795,22,0.99818925,0.00108600,0.78404058,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.9_rm0_t0.9,v114_clean_selfblend,15,0.0,0.9,0.0,0.9,0.08,0.97983844,0.91929021,0.23287671,0.52054795,22,0.99818925,0.00108600,0.78404058,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.9_rm0_t0.7,v114_clean_selfblend,20,0.0,0.9,0.0,0.7,0.08,0.97983844,0.91929021,0.23287671,0.52054795,22,0.99818925,0.00108600,0.78404058,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.9_rm0_t0.8,v114_clean_selfblend,20,0.0,0.9,0.0,0.8,0.08,0.97983844,0.91929021,0.23287671,0.52054795,22,0.99818925,0.00108600,0.78404058,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.9_rm0_t0.9,v114_clean_selfblend,20,0.0,0.9,0.0,0.9,0.08,0.97983844,0.91929021,0.23287671,0.52054795,22,0.99818925,0.00108600,0.78404058,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.9_rm0.05_t0.7,v114_clean_selfblend,15,0.0,0.9,0.05,0.7,0.08,0.97981900,0.91886874,0.23287671,0.52054795,22,0.99819154,0.00106977,0.78403916,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.9_rm0.05_t0.8,v114_clean_selfblend,15,0.0,0.9,0.05,0.8,0.08,0.97981900,0.91886874,0.23287671,0.52054795,22,0.99819154,0.00106977,0.78403916,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.9_rm0.05_t0.9,v114_clean_selfblend,15,0.0,0.9,0.05,0.9,0.08,0.97981900,0.91886874,0.23287671,0.52054795,22,0.99819154,0.00106977,0.78403916,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.9_rm0.05_t0.7,v114_clean_selfblend,20,0.0,0.9,0.05,0.7,0.08,0.97981900,0.91886874,0.23287671,0.52054795,22,0.99819154,0.00106977,0.78403916,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.9_rm0.05_t0.8,v114_clean_selfblend,20,0.0,0.9,0.05,0.8,0.08,0.97981900,0.91886874,0.23287671,0.52054795,22,0.99819154,0.00106977,0.78403916,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.9_rm0.05_t0.9,v114_clean_selfblend,20,0.0,0.9,0.05,0.9,0.08,0.97981900,0.91886874,0.23287671,0.52054795,22,0.99819154,0.00106977,0.78403916,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.9_rm0.1_t0.7,v114_clean_selfblend,5,0.0,0.9,0.1,0.7,0.08,0.97979956,0.91840137,0.23287671,0.52054795,22,0.99771001,0.00141288,0.78386122,6,275,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.9_rm0.1_t0.8,v114_clean_selfblend,5,0.0,0.9,0.1,0.8,0.08,0.97979956,0.91840137,0.23287671,0.52054795,22,0.99771001,0.00141288,0.78386122,6,275,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.9_rm0.1_t0.9,v114_clean_selfblend,5,0.0,0.9,0.1,0.9,0.08,0.97979956,0.91840137,0.23287671,0.52054795,22,0.99771001,0.00141288,0.78386122,6,275,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.9_rm0.1_t0.7,v114_clean_selfblend,10,0.0,0.9,0.1,0.7,0.08,0.97979956,0.91840137,0.23287671,0.52054795,22,0.99771001,0.00141288,0.78386122,6,275,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.9_rm0.1_t0.8,v114_clean_selfblend,10,0.0,0.9,0.1,0.8,0.08,0.97979956,0.91840137,0.23287671,0.52054795,22,0.99771001,0.00141288,0.78386122,6,275,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.9_rm0.1_t0.9,v114_clean_selfblend,10,0.0,0.9,0.1,0.9,0.08,0.97979956,0.91840137,0.23287671,0.52054795,22,0.99771001,0.00141288,0.78386122,6,275,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.9_rm0.1_t0.7,v114_clean_selfblend,15,0.0,0.9,0.1,0.7,0.08,0.97979956,0.91845809,0.23287671,0.52054795,22,0.99820011,0.00104491,0.78407890,4,183,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.9_rm0.1_t0.8,v114_clean_selfblend,15,0.0,0.9,0.1,0.8,0.08,0.97979956,0.91845809,0.23287671,0.52054795,22,0.99820011,0.00104491,0.78407890,4,183,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.9_rm0.1_t0.9,v114_clean_selfblend,15,0.0,0.9,0.1,0.9,0.08,0.97979956,0.91845809,0.23287671,0.52054795,22,0.99820011,0.00104491,0.78407890,4,183,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.9_rm0.1_t0.7,v114_clean_selfblend,20,0.0,0.9,0.1,0.7,0.08,0.97979956,0.91845809,0.23287671,0.52054795,22,0.99820011,0.00104491,0.78407890,4,183,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.9_rm0.1_t0.8,v114_clean_selfblend,20,0.0,0.9,0.1,0.8,0.08,0.97979956,0.91845809,0.23287671,0.52054795,22,0.99820011,0.00104491,0.78407890,4,183,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.9_rm0.1_t0.9,v114_clean_selfblend,20,0.0,0.9,0.1,0.9,0.08,0.97979956,0.91845809,0.23287671,0.52054795,22,0.99820011,0.00104491,0.78407890,4,183,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v110_clean_min5_d0_w0.9_rm0_t0.7,v110_clean,5,0.0,0.9,0.0,0.7,0.08,0.97978737,0.91996429,0.21917808,0.52054795,22,0.99768912,0.00147669,0.78360673,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0_w0.9_rm0_t0.8,v110_clean,5,0.0,0.9,0.0,0.8,0.08,0.97978737,0.91996429,0.21917808,0.52054795,22,0.99768912,0.00147669,0.78360673,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0_w0.9_rm0_t0.9,v110_clean,5,0.0,0.9,0.0,0.9,0.08,0.97978737,0.91996429,0.21917808,0.52054795,22,0.99768912,0.00147669,0.78360673,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0_w0.9_rm0_t0.7,v110_clean,10,0.0,0.9,0.0,0.7,0.08,0.97978737,0.91996429,0.21917808,0.52054795,22,0.99768912,0.00147669,0.78360673,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0_w0.9_rm0_t0.8,v110_clean,10,0.0,0.9,0.0,0.8,0.08,0.97978737,0.91996429,0.21917808,0.52054795,22,0.99768912,0.00147669,0.78360673,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0_w0.9_rm0_t0.9,v110_clean,10,0.0,0.9,0.0,0.9,0.08,0.97978737,0.91996429,0.21917808,0.52054795,22,0.99768912,0.00147669,0.78360673,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v114_clean_selfblend_min5_d0_w0.7_rm0_t0.7,v114_clean_selfblend,5,0.0,0.7,0.0,0.7,0.08,0.97977093,0.91989255,0.23287671,0.52054795,22,0.99859703,0.00114839,0.78501233,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.7_rm0_t0.8,v114_clean_selfblend,5,0.0,0.7,0.0,0.8,0.08,0.97977093,0.91989255,0.23287671,0.52054795,22,0.99859703,0.00114839,0.78501233,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.7_rm0_t0.9,v114_clean_selfblend,5,0.0,0.7,0.0,0.9,0.08,0.97977093,0.91989255,0.23287671,0.52054795,22,0.99859703,0.00114839,0.78501233,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.7_rm0_t0.7,v114_clean_selfblend,10,0.0,0.7,0.0,0.7,0.08,0.97977093,0.91989255,0.23287671,0.52054795,22,0.99859703,0.00114839,0.78501233,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.7_rm0_t0.8,v114_clean_selfblend,10,0.0,0.7,0.0,0.8,0.08,0.97977093,0.91989255,0.23287671,0.52054795,22,0.99859703,0.00114839,0.78501233,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.7_rm0_t0.9,v114_clean_selfblend,10,0.0,0.7,0.0,0.9,0.08,0.97977093,0.91989255,0.23287671,0.52054795,22,0.99859703,0.00114839,0.78501233,6,350,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0.005_w0.9_rm0_t0.7,v114_clean_selfblend,5,0.005,0.9,0.0,0.7,0.08,0.97977025,0.91858696,0.23287671,0.52054795,22,0.99874707,0.00077576,0.78497470,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0.005_w0.9_rm0_t0.8,v114_clean_selfblend,5,0.005,0.9,0.0,0.8,0.08,0.97977025,0.91858696,0.23287671,0.52054795,22,0.99874707,0.00077576,0.78497470,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0.005_w0.9_rm0_t0.9,v114_clean_selfblend,5,0.005,0.9,0.0,0.9,0.08,0.97977025,0.91858696,0.23287671,0.52054795,22,0.99874707,0.00077576,0.78497470,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0.005_w0.9_rm0_t0.7,v114_clean_selfblend,10,0.005,0.9,0.0,0.7,0.08,0.97977025,0.91858696,0.23287671,0.52054795,22,0.99874707,0.00077576,0.78497470,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0.005_w0.9_rm0_t0.8,v114_clean_selfblend,10,0.005,0.9,0.0,0.8,0.08,0.97977025,0.91858696,0.23287671,0.52054795,22,0.99874707,0.00077576,0.78497470,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0.005_w0.9_rm0_t0.9,v114_clean_selfblend,10,0.005,0.9,0.0,0.9,0.08,0.97977025,0.91858696,0.23287671,0.52054795,22,0.99874707,0.00077576,0.78497470,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0.005_w0.9_rm0_t0.7,v114_clean_selfblend,15,0.005,0.9,0.0,0.7,0.08,0.97977025,0.91858696,0.23287671,0.52054795,22,0.99874707,0.00077576,0.78497470,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0.005_w0.9_rm0_t0.8,v114_clean_selfblend,15,0.005,0.9,0.0,0.8,0.08,0.97977025,0.91858696,0.23287671,0.52054795,22,0.99874707,0.00077576,0.78497470,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0.005_w0.9_rm0_t0.9,v114_clean_selfblend,15,0.005,0.9,0.0,0.9,0.08,0.97977025,0.91858696,0.23287671,0.52054795,22,0.99874707,0.00077576,0.78497470,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0.005_w0.9_rm0_t0.7,v114_clean_selfblend,20,0.005,0.9,0.0,0.7,0.08,0.97977025,0.91858696,0.23287671,0.52054795,22,0.99874707,0.00077576,0.78497470,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0.005_w0.9_rm0_t0.8,v114_clean_selfblend,20,0.005,0.9,0.0,0.8,0.08,0.97977025,0.91858696,0.23287671,0.52054795,22,0.99874707,0.00077576,0.78497470,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0.005_w0.9_rm0_t0.9,v114_clean_selfblend,20,0.005,0.9,0.0,0.9,0.08,0.97977025,0.91858696,0.23287671,0.52054795,22,0.99874707,0.00077576,0.78497470,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v110_clean_min5_d0_w0.9_rm0.05_t0.7,v110_clean,5,0.0,0.9,0.05,0.7,0.08,0.97976793,0.91891862,0.21917808,0.52054795,22,0.99769718,0.00145168,0.78358446,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0_w0.9_rm0.05_t0.8,v110_clean,5,0.0,0.9,0.05,0.8,0.08,0.97976793,0.91891862,0.21917808,0.52054795,22,0.99769718,0.00145168,0.78358446,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0_w0.9_rm0.05_t0.9,v110_clean,5,0.0,0.9,0.05,0.9,0.08,0.97976793,0.91891862,0.21917808,0.52054795,22,0.99769718,0.00145168,0.78358446,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0_w0.9_rm0.05_t0.7,v110_clean,10,0.0,0.9,0.05,0.7,0.08,0.97976793,0.91891862,0.21917808,0.52054795,22,0.99769718,0.00145168,0.78358446,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0_w0.9_rm0.05_t0.8,v110_clean,10,0.0,0.9,0.05,0.8,0.08,0.97976793,0.91891862,0.21917808,0.52054795,22,0.99769718,0.00145168,0.78358446,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0_w0.9_rm0.05_t0.9,v110_clean,10,0.0,0.9,0.05,0.9,0.08,0.97976793,0.91891862,0.21917808,0.52054795,22,0.99769718,0.00145168,0.78358446,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0_w0.9_rm0_t0.7,v110_clean,15,0.0,0.9,0.0,0.7,0.08,0.97974946,0.91840200,0.21917808,0.52054795,22,0.99819540,0.00108620,0.78376888,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0_w0.9_rm0_t0.8,v110_clean,15,0.0,0.9,0.0,0.8,0.08,0.97974946,0.91840200,0.21917808,0.52054795,22,0.99819540,0.00108620,0.78376888,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0_w0.9_rm0_t0.9,v110_clean,15,0.0,0.9,0.0,0.9,0.08,0.97974946,0.91840200,0.21917808,0.52054795,22,0.99819540,0.00108620,0.78376888,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0_w0.9_rm0_t0.7,v110_clean,20,0.0,0.9,0.0,0.7,0.08,0.97974946,0.91840200,0.21917808,0.52054795,22,0.99819540,0.00108620,0.78376888,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0_w0.9_rm0_t0.8,v110_clean,20,0.0,0.9,0.0,0.8,0.08,0.97974946,0.91840200,0.21917808,0.52054795,22,0.99819540,0.00108620,0.78376888,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0_w0.9_rm0_t0.9,v110_clean,20,0.0,0.9,0.0,0.9,0.08,0.97974946,0.91840200,0.21917808,0.52054795,22,0.99819540,0.00108620,0.78376888,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v114_clean_selfblend_min15_d0_w0.7_rm0_t0.7,v114_clean_selfblend,15,0.0,0.7,0.0,0.7,0.08,0.97973302,0.91865001,0.23287671,0.52054795,22,0.99890440,0.00084467,0.78506934,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.7_rm0_t0.8,v114_clean_selfblend,15,0.0,0.7,0.0,0.8,0.08,0.97973302,0.91865001,0.23287671,0.52054795,22,0.99890440,0.00084467,0.78506934,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.7_rm0_t0.9,v114_clean_selfblend,15,0.0,0.7,0.0,0.9,0.08,0.97973302,0.91865001,0.23287671,0.52054795,22,0.99890440,0.00084467,0.78506934,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.7_rm0_t0.7,v114_clean_selfblend,20,0.0,0.7,0.0,0.7,0.08,0.97973302,0.91865001,0.23287671,0.52054795,22,0.99890440,0.00084467,0.78506934,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.7_rm0_t0.8,v114_clean_selfblend,20,0.0,0.7,0.0,0.8,0.08,0.97973302,0.91865001,0.23287671,0.52054795,22,0.99890440,0.00084467,0.78506934,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.7_rm0_t0.9,v114_clean_selfblend,20,0.0,0.7,0.0,0.9,0.08,0.97973302,0.91865001,0.23287671,0.52054795,22,0.99890440,0.00084467,0.78506934,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v110_clean_min15_d0_w0.9_rm0.05_t0.7,v110_clean,15,0.0,0.9,0.05,0.7,0.08,0.97973002,0.91797685,0.21917808,0.52054795,22,0.99819768,0.00106996,0.78376741,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0_w0.9_rm0.05_t0.8,v110_clean,15,0.0,0.9,0.05,0.8,0.08,0.97973002,0.91797685,0.21917808,0.52054795,22,0.99819768,0.00106996,0.78376741,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
