file,rows,cols,row_id_unique,nan_count,finite,min,max,mean,std,first_row_id
submission.csv,3,235,True,0,True,0.47687027,0.5556659,0.501426773034188,0.010807903957362365,BC2026_Test_0001_S05_20250227_010002_5
subm_5.csv,3,235,True,0,True,0.47687027,0.5556659,0.501426773034188,0.010807903957362365,BC2026_Test_0001_S05_20250227_010002_5
subm_2.csv,240,235,True,0,True,9.434926e-13,0.99993974,0.24509408157500914,0.24695878512445396,BC2026_Train_0001_S08_20250606_030007_5
submission_protossm.csv,240,235,True,0,True,1.0198995e-08,0.9981854,0.10688391460065794,0.16628526495088847,BC2026_Train_0001_S08_20250606_030007_5
submission_sed.csv,240,235,True,0,True,2.1937494e-05,0.97485524,0.01260963728861008,0.07037281377844962,BC2026_Train_0001_S08_20250606_030007_5
