name,source,rows,classes,target_positives,scored_classes,macro_auc,micro_auc,top1_hit,top5_hit,min,max,mean,std
submission_v103_guarded_macro_rescue,/tmp/bc26_v103_proxy_dir/submission_v103_guarded_macro_rescue.csv,120,234,313,22,0.98906455,0.92885549,0.38356164,0.71232877,0.01142245,0.99943465,0.50660245,0.25991173
