candidate,source,rows,cols,matches_sample_columns,matches_sample_row_order,duplicate_row_id,finite,min,max,mean,std
v121-class-selective-tsubasa,birdclef-2026/outputs/v121-class-selective-tsubasa-v1/submission.csv,120,235,True,False,False,True,0.011144416,0.9994699,0.5223760105207266,0.2422540685645407
