experiment_id,updated_utc,source_dir,dest_dir,kernel_id,marker_count,block_count,local_macro_auc,macro_gain,local_top1_hit,local_top5_hit,fold_std_delta,weak_followup_gain,corr_vs_anchor,decision
v380-v379-static-materializer,2026-05-24 13:38:12 UTC,/Users/junhaocheng/working-dir/kaggle-auto/birdclef-2026/notebooks/v107-rankceiling-perch-guarded,/Users/junhaocheng/working-dir/kaggle-auto/birdclef-2026/notebooks/v380-v379-static-distill,junhaochengadjcjh7u7/bc26-v380-v379-static-distill,1,0,0.9789647592114707,0.0016012025357819981,0.273972602739726,0.5068493150684932,-0.0002265860787013796,0.00503235082674347,0.9999487544303441,READY-v380-static-materializer-audit-NO-PUSH-NO-SUBMIT
