name,macro_auc,micro_auc,top1_hit,top5_hit,scored_classes,corr_vs_anchor,mad_vs_anchor,min,max,anchor,min_support,min_delta,weight,top5_guard,avg_classes_per_fold,total_selected_entries
v129_v110_clean_min20_d0.01_w0.5_top5guard0,0.97911204,0.91481637,0.21917808,0.52054795,22,1.00000000,0.00000000,0.01114442,0.99946990,v110_clean,20,0.01,0.5,0,0.0000,0
v129_v110_clean_min20_d0.01_w0.5_top5guard1,0.97911204,0.91481637,0.21917808,0.52054795,22,1.00000000,0.00000000,0.01114442,0.99946990,v110_clean,20,0.01,0.5,1,0.0000,0
v129_v110_clean_min20_d0.01_w0.7_top5guard0,0.97911204,0.91481637,0.21917808,0.52054795,22,1.00000000,0.00000000,0.01114442,0.99946990,v110_clean,20,0.01,0.7,0,0.0000,0
v129_v110_clean_min20_d0.01_w0.7_top5guard1,0.97911204,0.91481637,0.21917808,0.52054795,22,1.00000000,0.00000000,0.01114442,0.99946990,v110_clean,20,0.01,0.7,1,0.0000,0
v129_v110_clean_min20_d0.01_w0.9_top5guard0,0.97911204,0.91481637,0.21917808,0.52054795,22,1.00000000,0.00000000,0.01114442,0.99946990,v110_clean,20,0.01,0.9,0,0.0000,0
v129_v110_clean_min20_d0.01_w0.9_top5guard1,0.97911204,0.91481637,0.21917808,0.52054795,22,1.00000000,0.00000000,0.01114442,0.99946990,v110_clean,20,0.01,0.9,1,0.0000,0
v129_v110_clean_min20_d0_w0.35_top5guard0,0.97911204,0.91437212,0.21917808,0.49315068,22,0.99919545,0.00100004,0.01114442,0.99946990,v110_clean,20,0.0,0.35,0,5.2000,52
v129_v110_clean_min20_d0_w0.35_top5guard1,0.97911204,0.91471672,0.21917808,0.49315068,22,0.99959391,0.00051193,0.01114442,0.99946990,v110_clean,20,0.0,0.35,1,3.5000,35
v129_v110_clean_min20_d0_w0.5_top5guard0,0.97911204,0.91411392,0.21917808,0.49315068,22,0.99835658,0.00142863,0.01114442,0.99946990,v110_clean,20,0.0,0.5,0,5.2000,52
v129_v110_clean_min20_d0_w0.5_top5guard1,0.97911204,0.91466460,0.21917808,0.49315068,22,0.99917091,0.00073132,0.01114442,0.99946990,v110_clean,20,0.0,0.5,1,3.5000,35
v129_v110_clean_min20_d0_w0.7_top5guard0,0.97911204,0.91371489,0.21917808,0.47945205,22,0.99677724,0.00200009,0.01114442,0.99946990,v110_clean,20,0.0,0.7,0,5.2000,52
v129_v110_clean_min20_d0_w0.7_top5guard1,0.97911204,0.91457209,0.21917808,0.47945205,22,0.99837468,0.00102385,0.01114442,0.99946990,v110_clean,20,0.0,0.7,1,3.5000,35
v129_v114_clean_selfblend_min5_d0.005_w0.35_top5guard0,0.97911011,0.91626527,0.24657534,0.52054795,22,0.99941341,0.00071346,0.01114442,0.99946620,v114_clean_selfblend,5,0.005,0.35,0,2.6000,26
v129_v114_clean_selfblend_min5_d0.005_w0.35_top5guard1,0.97911011,0.91606990,0.24657534,0.52054795,22,0.99969807,0.00038420,0.01114442,0.99946620,v114_clean_selfblend,5,0.005,0.35,1,2.4000,24
v129_v114_clean_selfblend_min10_d0.005_w0.35_top5guard0,0.97911011,0.91626527,0.24657534,0.52054795,22,0.99941341,0.00071346,0.01114442,0.99946620,v114_clean_selfblend,10,0.005,0.35,0,2.6000,26
v129_v114_clean_selfblend_min10_d0.005_w0.35_top5guard1,0.97911011,0.91606990,0.24657534,0.52054795,22,0.99969807,0.00038420,0.01114442,0.99946620,v114_clean_selfblend,10,0.005,0.35,1,2.4000,24
v129_v110_clean_min5_d0_w0.5_top5guard1,0.97909686,0.91643331,0.21917808,0.49315068,22,0.99891304,0.00107224,0.01114442,0.99946990,v110_clean,5,0.0,0.5,1,7.3000,73
v129_v110_clean_min15_d0_w0.35_top5guard0,0.97908729,0.91437166,0.21917808,0.49315068,22,0.99919543,0.00100070,0.01114442,0.99946990,v110_clean,15,0.0,0.35,0,5.3000,53
v129_v110_clean_min15_d0_w0.35_top5guard1,0.97908729,0.91471626,0.21917808,0.49315068,22,0.99959390,0.00051207,0.01114442,0.99946990,v110_clean,15,0.0,0.35,1,3.6000,36
v129_v110_clean_min15_d0_w0.5_top5guard0,0.97908729,0.91411300,0.21917808,0.49315068,22,0.99835654,0.00142957,0.01114442,0.99946990,v110_clean,15,0.0,0.5,0,5.3000,53
v129_v110_clean_min15_d0_w0.5_top5guard1,0.97908729,0.91466391,0.21917808,0.49315068,22,0.99917090,0.00073153,0.01114442,0.99946990,v110_clean,15,0.0,0.5,1,3.6000,36
v129_v110_clean_min15_d0_w0.7_top5guard0,0.97906253,0.91371374,0.21917808,0.47945205,22,0.99677717,0.00200140,0.01114442,0.99946990,v110_clean,15,0.0,0.7,0,5.3000,53
v129_v110_clean_min15_d0_w0.7_top5guard1,0.97906253,0.91457094,0.21917808,0.47945205,22,0.99837467,0.00102414,0.01114442,0.99946990,v110_clean,15,0.0,0.7,1,3.6000,36
v129_v110_clean_min5_d0.005_w0.5_top5guard0,0.97904386,0.91553227,0.23287671,0.52054795,22,0.99880640,0.00101923,0.01114442,0.99946990,v110_clean,5,0.005,0.5,0,2.6000,26
v129_v110_clean_min5_d0.005_w0.5_top5guard1,0.97904386,0.91529398,0.23287671,0.52054795,22,0.99938585,0.00054886,0.01114442,0.99946990,v110_clean,5,0.005,0.5,1,2.4000,24
v129_v110_clean_min5_d0.005_w0.7_top5guard0,0.97904386,0.91569934,0.23287671,0.52054795,22,0.99765993,0.00142692,0.01114442,0.99946990,v110_clean,5,0.005,0.7,0,2.6000,26
v129_v110_clean_min5_d0.005_w0.7_top5guard1,0.97904386,0.91543505,0.23287671,0.52054795,22,0.99879624,0.00076840,0.01114442,0.99946990,v110_clean,5,0.005,0.7,1,2.4000,24
v129_v110_clean_min10_d0.005_w0.5_top5guard0,0.97904386,0.91553227,0.23287671,0.52054795,22,0.99880640,0.00101923,0.01114442,0.99946990,v110_clean,10,0.005,0.5,0,2.6000,26
v129_v110_clean_min10_d0.005_w0.5_top5guard1,0.97904386,0.91529398,0.23287671,0.52054795,22,0.99938585,0.00054886,0.01114442,0.99946990,v110_clean,10,0.005,0.5,1,2.4000,24
v129_v110_clean_min10_d0.005_w0.7_top5guard0,0.97904386,0.91569934,0.23287671,0.52054795,22,0.99765993,0.00142692,0.01114442,0.99946990,v110_clean,10,0.005,0.7,0,2.6000,26
v129_v110_clean_min10_d0.005_w0.7_top5guard1,0.97904386,0.91543505,0.23287671,0.52054795,22,0.99879624,0.00076840,0.01114442,0.99946990,v110_clean,10,0.005,0.7,1,2.4000,24
v129_v110_clean_min5_d0.005_w0.35_top5guard0,0.97902113,0.91536164,0.23287671,0.52054795,22,0.99941547,0.00071346,0.01114442,0.99946990,v110_clean,5,0.005,0.35,0,2.6000,26
v129_v110_clean_min5_d0.005_w0.35_top5guard1,0.97902113,0.91516753,0.23287671,0.52054795,22,0.99969913,0.00038420,0.01114442,0.99946990,v110_clean,5,0.005,0.35,1,2.4000,24
v129_v110_clean_min10_d0.005_w0.35_top5guard0,0.97902113,0.91536164,0.23287671,0.52054795,22,0.99941547,0.00071346,0.01114442,0.99946990,v110_clean,10,0.005,0.35,0,2.6000,26
v129_v110_clean_min10_d0.005_w0.35_top5guard1,0.97902113,0.91516753,0.23287671,0.52054795,22,0.99969913,0.00038420,0.01114442,0.99946990,v110_clean,10,0.005,0.35,1,2.4000,24
v129_v114_clean_selfblend_min15_d0.002_w0.9_top5guard0,0.97871167,0.91580192,0.23287671,0.52054795,22,0.99612824,0.00181561,0.01114442,0.99946620,v114_clean_selfblend,15,0.002,0.9,0,2.5000,25
v129_v114_clean_selfblend_min15_d0.002_w0.9_top5guard1,0.97871167,0.91551991,0.23287671,0.52054795,22,0.99801246,0.00096895,0.01114442,0.99946620,v114_clean_selfblend,15,0.002,0.9,1,2.3000,23
v129_v114_clean_selfblend_min15_d0.005_w0.9_top5guard0,0.97871167,0.91580192,0.23287671,0.52054795,22,0.99612824,0.00181561,0.01114442,0.99946620,v114_clean_selfblend,15,0.005,0.9,0,2.5000,25
v129_v114_clean_selfblend_min15_d0.005_w0.9_top5guard1,0.97871167,0.91551991,0.23287671,0.52054795,22,0.99801246,0.00096895,0.01114442,0.99946620,v114_clean_selfblend,15,0.005,0.9,1,2.3000,23
v129_v114_clean_selfblend_min20_d0.002_w0.9_top5guard0,0.97871167,0.91580192,0.23287671,0.52054795,22,0.99612824,0.00181561,0.01114442,0.99946620,v114_clean_selfblend,20,0.002,0.9,0,2.5000,25
v129_v114_clean_selfblend_min20_d0.002_w0.9_top5guard1,0.97871167,0.91551991,0.23287671,0.52054795,22,0.99801246,0.00096895,0.01114442,0.99946620,v114_clean_selfblend,20,0.002,0.9,1,2.3000,23
v129_v114_clean_selfblend_min20_d0.005_w0.9_top5guard0,0.97871167,0.91580192,0.23287671,0.52054795,22,0.99612824,0.00181561,0.01114442,0.99946620,v114_clean_selfblend,20,0.005,0.9,0,2.5000,25
v129_v114_clean_selfblend_min20_d0.005_w0.9_top5guard1,0.97871167,0.91551991,0.23287671,0.52054795,22,0.99801246,0.00096895,0.01114442,0.99946620,v114_clean_selfblend,20,0.005,0.9,1,2.3000,23
v129_v114_clean_selfblend_min20_d0_w0.9_top5guard1,0.97871167,0.91533638,0.23287671,0.47945205,22,0.99730445,0.00131594,0.01114442,0.99946620,v114_clean_selfblend,20,0.0,0.9,1,3.5000,35
v129_v114_clean_selfblend_min15_d0_w0.9_top5guard1,0.97868692,0.91533558,0.23287671,0.47945205,22,0.99730444,0.00131622,0.01114442,0.99946620,v114_clean_selfblend,15,0.0,0.9,1,3.6000,36
v129_v114_clean_selfblend_min5_d0.005_w0.9_top5guard0,0.97864349,0.91668892,0.24657534,0.52054795,22,0.99611934,0.00183461,0.01114442,0.99946620,v114_clean_selfblend,5,0.005,0.9,0,2.6000,26
v129_v114_clean_selfblend_min5_d0.005_w0.9_top5guard1,0.97864349,0.91640691,0.24657534,0.52054795,22,0.99800367,0.00098795,0.01114442,0.99946620,v114_clean_selfblend,5,0.005,0.9,1,2.4000,24
v129_v114_clean_selfblend_min10_d0.005_w0.9_top5guard0,0.97864349,0.91668892,0.24657534,0.52054795,22,0.99611934,0.00183461,0.01114442,0.99946620,v114_clean_selfblend,10,0.005,0.9,0,2.6000,26
v129_v114_clean_selfblend_min10_d0.005_w0.9_top5guard1,0.97864349,0.91640691,0.24657534,0.52054795,22,0.99800367,0.00098795,0.01114442,0.99946620,v114_clean_selfblend,10,0.005,0.9,1,2.4000,24
v129_v110_clean_min15_d0.002_w0.9_top5guard0,0.97862270,0.91488770,0.21917808,0.52054795,22,0.99614180,0.00181561,0.01114442,0.99946990,v110_clean,15,0.002,0.9,0,2.5000,25
v129_v110_clean_min15_d0.002_w0.9_top5guard1,0.97862270,0.91460385,0.21917808,0.52054795,22,0.99801942,0.00096895,0.01114442,0.99946990,v110_clean,15,0.002,0.9,1,2.3000,23
v129_v110_clean_min15_d0.005_w0.9_top5guard0,0.97862270,0.91488770,0.21917808,0.52054795,22,0.99614180,0.00181561,0.01114442,0.99946990,v110_clean,15,0.005,0.9,0,2.5000,25
v129_v110_clean_min15_d0.005_w0.9_top5guard1,0.97862270,0.91460385,0.21917808,0.52054795,22,0.99801942,0.00096895,0.01114442,0.99946990,v110_clean,15,0.005,0.9,1,2.3000,23
v129_v110_clean_min20_d0.002_w0.9_top5guard0,0.97862270,0.91488770,0.21917808,0.52054795,22,0.99614180,0.00181561,0.01114442,0.99946990,v110_clean,20,0.002,0.9,0,2.5000,25
v129_v110_clean_min20_d0.002_w0.9_top5guard1,0.97862270,0.91460385,0.21917808,0.52054795,22,0.99801942,0.00096895,0.01114442,0.99946990,v110_clean,20,0.002,0.9,1,2.3000,23
v129_v110_clean_min20_d0.005_w0.9_top5guard0,0.97862270,0.91488770,0.21917808,0.52054795,22,0.99614180,0.00181561,0.01114442,0.99946990,v110_clean,20,0.005,0.9,0,2.5000,25
v129_v110_clean_min20_d0.005_w0.9_top5guard1,0.97862270,0.91460385,0.21917808,0.52054795,22,0.99801942,0.00096895,0.01114442,0.99946990,v110_clean,20,0.005,0.9,1,2.3000,23
v129_v110_clean_min20_d0_w0.9_top5guard1,0.97862270,0.91440226,0.21917808,0.47945205,22,0.99731383,0.00131638,0.01114442,0.99946990,v110_clean,20,0.0,0.9,1,3.5000,35
v129_v114_clean_selfblend_min20_d0_w0.9_top5guard0,0.97857575,0.91412434,0.23287671,0.47945205,22,0.99465534,0.00257154,0.01114442,0.99946620,v114_clean_selfblend,20,0.0,0.9,0,5.2000,52
v129_v110_clean_min15_d0_w0.9_top5guard1,0.97857319,0.91440111,0.21917808,0.47945205,22,0.99731381,0.00131675,0.01114442,0.99946990,v110_clean,15,0.0,0.9,1,3.6000,36
v129_v110_clean_min5_d0.005_w0.9_top5guard0,0.97855452,0.91578633,0.23287671,0.52054795,22,0.99613293,0.00183461,0.01114442,0.99946990,v110_clean,5,0.005,0.9,0,2.6000,26
v129_v110_clean_min5_d0.005_w0.9_top5guard1,0.97855452,0.91550247,0.23287671,0.52054795,22,0.99801066,0.00098795,0.01114442,0.99946990,v110_clean,5,0.005,0.9,1,2.4000,24
v129_v110_clean_min10_d0.005_w0.9_top5guard0,0.97855452,0.91578633,0.23287671,0.52054795,22,0.99613293,0.00183461,0.01114442,0.99946990,v110_clean,10,0.005,0.9,0,2.6000,26
v129_v110_clean_min10_d0.005_w0.9_top5guard1,0.97855452,0.91550247,0.23287671,0.52054795,22,0.99801066,0.00098795,0.01114442,0.99946990,v110_clean,10,0.005,0.9,1,2.4000,24
v129_v114_clean_selfblend_min15_d0_w0.9_top5guard0,0.97855099,0.91412376,0.23287671,0.47945205,22,0.99465524,0.00257314,0.01114442,0.99946620,v114_clean_selfblend,15,0.0,0.9,0,5.3000,53
v129_v110_clean_min20_d0_w0.9_top5guard0,0.97848677,0.91320840,0.21917808,0.47945205,22,0.99467408,0.00257154,0.01114442,0.99946990,v110_clean,20,0.0,0.9,0,5.2000,52
v129_v110_clean_min15_d0_w0.9_top5guard0,0.97843726,0.91320747,0.21917808,0.47945205,22,0.99467396,0.00257322,0.01114442,0.99946990,v110_clean,15,0.0,0.9,0,5.3000,53
v129_v114_clean_selfblend_min5_d0.002_w0.7_top5guard0,0.97801061,0.91595673,0.24657534,0.50684932,22,0.99751000,0.00158912,0.01114442,0.99946620,v114_clean_selfblend,5,0.002,0.7,0,3.4000,34
v129_v114_clean_selfblend_min10_d0.002_w0.7_top5guard0,0.97801061,0.91595673,0.24657534,0.50684932,22,0.99751000,0.00158912,0.01114442,0.99946620,v114_clean_selfblend,10,0.002,0.7,0,3.4000,34
v129_v114_clean_selfblend_min5_d0_w0.7_top5guard0,0.97798585,0.91448620,0.21917808,0.47945205,22,0.99583713,0.00292931,0.01114442,0.99946620,v114_clean_selfblend,5,0.0,0.7,0,14.5000,145
v129_v114_clean_selfblend_min10_d0_w0.7_top5guard0,0.97798585,0.91472438,0.24657534,0.47945205,22,0.99584147,0.00289280,0.01114442,0.99946620,v114_clean_selfblend,10,0.0,0.7,0,12.4000,124
v129_v110_clean_min5_d0.002_w0.7_top5guard0,0.97792164,0.91504988,0.23287671,0.50684932,22,0.99751860,0.00158930,0.01114442,0.99946990,v110_clean,5,0.002,0.7,0,3.4000,34
v129_v110_clean_min10_d0.002_w0.7_top5guard0,0.97792164,0.91504988,0.23287671,0.50684932,22,0.99751860,0.00158930,0.01114442,0.99946990,v110_clean,10,0.002,0.7,0,3.4000,34
v129_v114_clean_selfblend_min5_d0.002_w0.7_top5guard1,0.97790684,0.91808115,0.24657534,0.52054795,22,0.99866486,0.00089016,0.01114442,0.99946620,v114_clean_selfblend,5,0.002,0.7,1,3.2000,32
v129_v114_clean_selfblend_min10_d0.002_w0.7_top5guard1,0.97790684,0.91808115,0.24657534,0.52054795,22,0.99866486,0.00089016,0.01114442,0.99946620,v114_clean_selfblend,10,0.002,0.7,1,3.2000,32
v129_v114_clean_selfblend_min10_d0_w0.7_top5guard1,0.97788208,0.91791017,0.24657534,0.49315068,22,0.99786464,0.00149038,0.01114442,0.99946620,v114_clean_selfblend,10,0.0,0.7,1,6.7000,67
v129_v110_clean_min5_d0_w0.7_top5guard0,0.97787212,0.91356992,0.20547945,0.46575342,22,0.99585160,0.00292961,0.01114442,0.99946990,v110_clean,5,0.0,0.7,0,14.5000,145
v129_v110_clean_min10_d0_w0.7_top5guard0,0.97787212,0.91381764,0.23287671,0.46575342,22,0.99585592,0.00289304,0.01114442,0.99946990,v110_clean,10,0.0,0.7,0,12.4000,124
v129_v110_clean_min5_d0.002_w0.7_top5guard1,0.97783895,0.91718316,0.23287671,0.52054795,22,0.99866951,0.00089027,0.01114442,0.99946990,v110_clean,5,0.002,0.7,1,3.2000,32
v129_v110_clean_min10_d0.002_w0.7_top5guard1,0.97783895,0.91718316,0.23287671,0.52054795,22,0.99866951,0.00089027,0.01114442,0.99946990,v110_clean,10,0.002,0.7,1,3.2000,32
v129_v110_clean_min10_d0_w0.7_top5guard1,0.97778943,0.91699803,0.23287671,0.47945205,22,0.99787205,0.00149089,0.01114442,0.99946990,v110_clean,10,0.0,0.7,1,6.7000,67
v129_v114_clean_selfblend_min5_d0_w0.7_top5guard1,0.97778305,0.91775852,0.21917808,0.49315068,22,0.99786184,0.00150063,0.01114442,0.99946620,v114_clean_selfblend,5,0.0,0.7,1,7.3000,73
v129_v110_clean_min5_d0_w0.7_top5guard1,0.97769040,0.91684235,0.20547945,0.47945205,22,0.99786927,0.00150113,0.01114442,0.99946990,v110_clean,5,0.0,0.7,1,7.3000,73
v129_v114_clean_selfblend_min5_d0.002_w0.9_top5guard0,0.97695338,0.91556208,0.24657534,0.52054795,22,0.99588530,0.00204316,0.01114442,0.99946620,v114_clean_selfblend,5,0.002,0.9,0,3.4000,34
v129_v114_clean_selfblend_min10_d0.002_w0.9_top5guard0,0.97695338,0.91556208,0.24657534,0.52054795,22,0.99588530,0.00204316,0.01114442,0.99946620,v114_clean_selfblend,10,0.002,0.9,0,3.4000,34
v129_v114_clean_selfblend_min5_d0.002_w0.9_top5guard1,0.97693230,0.91842104,0.24657534,0.52054795,22,0.99779392,0.00114450,0.01114442,0.99946620,v114_clean_selfblend,5,0.002,0.9,1,3.2000,32
v129_v114_clean_selfblend_min10_d0.002_w0.9_top5guard1,0.97693230,0.91842104,0.24657534,0.52054795,22,0.99779392,0.00114450,0.01114442,0.99946620,v114_clean_selfblend,10,0.002,0.9,1,3.2000,32
v129_v114_clean_selfblend_min10_d0_w0.9_top5guard1,0.97690754,0.91816354,0.24657534,0.47945205,22,0.99647163,0.00191620,0.01114442,0.99946620,v114_clean_selfblend,10,0.0,0.9,1,6.7000,67
v129_v110_clean_min5_d0.002_w0.9_top5guard0,0.97688549,0.91465246,0.23287671,0.52054795,22,0.99589951,0.00204339,0.01114442,0.99946990,v110_clean,5,0.002,0.9,0,3.4000,34
v129_v110_clean_min10_d0.002_w0.9_top5guard0,0.97688549,0.91465246,0.23287671,0.52054795,22,0.99589951,0.00204339,0.01114442,0.99946990,v110_clean,10,0.002,0.9,0,3.4000,34
v129_v110_clean_min5_d0.002_w0.9_top5guard1,0.97684333,0.91751995,0.23287671,0.52054795,22,0.99780160,0.00114463,0.01114442,0.99946990,v110_clean,5,0.002,0.9,1,3.2000,32
v129_v110_clean_min10_d0.002_w0.9_top5guard1,0.97684333,0.91751995,0.23287671,0.52054795,22,0.99780160,0.00114463,0.01114442,0.99946990,v110_clean,10,0.002,0.9,1,3.2000,32
v129_v114_clean_selfblend_min5_d0_w0.9_top5guard1,0.97680851,0.91796759,0.21917808,0.47945205,22,0.99646688,0.00192938,0.01114442,0.99946620,v114_clean_selfblend,5,0.0,0.9,1,7.3000,73
v129_v110_clean_min10_d0_w0.9_top5guard1,0.97679381,0.91724346,0.23287671,0.47945205,22,0.99648387,0.00191686,0.01114442,0.99946990,v110_clean,10,0.0,0.9,1,6.7000,67
v129_v114_clean_selfblend_min10_d0_w0.9_top5guard0,0.97679270,0.91387811,0.24657534,0.47945205,22,0.99312769,0.00371931,0.01114442,0.99946620,v114_clean_selfblend,10,0.0,0.9,0,12.4000,124
v129_v114_clean_selfblend_min5_d0_w0.9_top5guard0,0.97676794,0.91357032,0.21917808,0.47945205,22,0.99312017,0.00376625,0.01114442,0.99946620,v114_clean_selfblend,5,0.0,0.9,0,14.5000,145
v129_v110_clean_min10_d0_w0.9_top5guard0,0.97670005,0.91296780,0.23287671,0.47945205,22,0.99315157,0.00371963,0.01114442,0.99946990,v110_clean,10,0.0,0.9,0,12.4000,124
v129_v110_clean_min5_d0_w0.9_top5guard1,0.97669478,0.91704360,0.20547945,0.47945205,22,0.99647913,0.00193003,0.01114442,0.99946990,v110_clean,5,0.0,0.9,1,7.3000,73
v129_v110_clean_min5_d0_w0.9_top5guard0,0.97665053,0.91265150,0.20547945,0.47945205,22,0.99314406,0.00376664,0.01114442,0.99946990,v110_clean,5,0.0,0.9,0,14.5000,145
