name,formula,macro_auc,micro_auc,top1_hit,top5_hit,scored_classes,corr_vs_anchor,mad_vs_anchor,classes_mixed,sources_used,selected_classes,min,max,mean,std
v114_clean_selfblend_router_m0_w0.12_norm_residual,per_class_best_non_tsubasa_side;margin=0.0;weight=0.12;mode=norm_residual;support_shrink=log1p,0.97926427,0.91591991,0.23287671,0.52054795,22,0.99999369,0.00010233,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946620,0.52112265,0.24186692
v110_clean_router_m-0.04_w0.08_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.08;mode=rankcal_ranklead;support_shrink=log1p,0.97925537,0.91531907,0.21917808,0.52054795,22,0.99998075,0.00015028,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52128250,0.24228092
v110_clean_router_m-0.04_w0.12_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.12;mode=rankcal_ranklead;support_shrink=log1p,0.97925537,0.91556748,0.21917808,0.52054795,22,0.99995667,0.00022541,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52135764,0.24225261
v110_clean_router_m-0.04_w0.18_norm_residual,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.18;mode=norm_residual;support_shrink=log1p,0.97925537,0.91523542,0.21917808,0.52054795,22,0.99998420,0.00019433,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52116092,0.24225786
v110_clean_router_m-0.02_w0.08_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.08;mode=rankcal_ranklead;support_shrink=log1p,0.97925537,0.91522345,0.21917808,0.52054795,22,0.99998162,0.00013841,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52127064,0.24228426
v110_clean_router_m-0.02_w0.12_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.12;mode=rankcal_ranklead;support_shrink=log1p,0.97925537,0.91542722,0.21917808,0.52054795,22,0.99995863,0.00020761,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52133984,0.24225746
v110_clean_router_m-0.02_w0.18_norm_residual,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.18;mode=norm_residual;support_shrink=log1p,0.97925537,0.91518790,0.21917808,0.52054795,22,0.99998502,0.00017722,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52115219,0.24226206
v110_clean_router_m0_w0.25_norm_residual,per_class_best_non_tsubasa_side;margin=0.0;weight=0.25;mode=norm_residual;support_shrink=log1p,0.97923854,0.91521384,0.21917808,0.52054795,22,0.99997270,0.00021322,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52114677,0.24223770
v110_clean_router_m0_w0.08_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.0;weight=0.08;mode=rankcal_ranklead;support_shrink=log1p,0.97921746,0.91513106,0.21917808,0.52054795,22,0.99998232,0.00012311,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52125534,0.24229029
v110_clean_router_m0_w0.12_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.0;weight=0.12;mode=rankcal_ranklead;support_shrink=log1p,0.97921746,0.91528909,0.21917808,0.52054795,22,0.99996022,0.00018467,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52131689,0.24226638
v110_clean_router_m0_w0.18_norm_residual,per_class_best_non_tsubasa_side;margin=0.0;weight=0.18;mode=norm_residual;support_shrink=log1p,0.97921746,0.91511386,0.21917808,0.52054795,22,0.99998585,0.00015352,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52114270,0.24226628
v110_clean_router_m-0.04_w0.08_norm_residual,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.08;mode=norm_residual;support_shrink=log1p,0.97921320,0.91499931,0.21917808,0.52054795,22,0.99999688,0.00008637,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52114498,0.24230507
v110_clean_router_m-0.04_w0.12_norm_residual,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.12;mode=norm_residual;support_shrink=log1p,0.97921320,0.91509458,0.21917808,0.52054795,22,0.99999298,0.00012955,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52115135,0.24228590
v110_clean_router_m-0.02_w0.08_norm_residual,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.08;mode=norm_residual;support_shrink=log1p,0.97921320,0.91497803,0.21917808,0.52054795,22,0.99999704,0.00007876,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52114110,0.24230699
v110_clean_router_m-0.02_w0.12_norm_residual,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.12;mode=norm_residual;support_shrink=log1p,0.97921320,0.91506283,0.21917808,0.52054795,22,0.99999334,0.00011814,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52114553,0.24228875
v114_clean_selfblend,baseline,0.97920102,0.91572402,0.23287671,0.52054795,22,1.00000000,0.00000000,0,,,0.01114442,0.99946620,0.52111566,0.24191993
v114_clean_selfblend_router_m0.01_w0.08_prob,per_class_best_non_tsubasa_side;margin=0.01;weight=0.08;mode=prob;support_shrink=log1p,0.97920102,0.91572690,0.23287671,0.52054795,22,0.99999976,0.00000875,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111545,0.24191898
v114_clean_selfblend_router_m0.01_w0.08_rankcal,per_class_best_non_tsubasa_side;margin=0.01;weight=0.08;mode=rankcal;support_shrink=log1p,0.97920102,0.91572863,0.23287671,0.52054795,22,0.99999979,0.00000770,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111566,0.24191750
v114_clean_selfblend_router_m0.01_w0.08_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.01;weight=0.08;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572345,0.23287671,0.52054795,22,0.99999990,0.00000356,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111923,0.24191800
v114_clean_selfblend_router_m0.01_w0.08_norm_residual,per_class_best_non_tsubasa_side;margin=0.01;weight=0.08;mode=norm_residual;support_shrink=log1p,0.97920102,0.91572437,0.23287671,0.52054795,22,0.99999998,0.00000224,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111581,0.24191937
v114_clean_selfblend_router_m0.01_w0.12_prob,per_class_best_non_tsubasa_side;margin=0.01;weight=0.12;mode=prob;support_shrink=log1p,0.97920102,0.91572840,0.23287671,0.52054795,22,0.99999946,0.00001313,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111534,0.24191856
v114_clean_selfblend_router_m0.01_w0.12_rankcal,per_class_best_non_tsubasa_side;margin=0.01;weight=0.12;mode=rankcal;support_shrink=log1p,0.97920102,0.91572943,0.23287671,0.52054795,22,0.99999954,0.00001155,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111566,0.24191632
v114_clean_selfblend_router_m0.01_w0.12_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.01;weight=0.12;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572310,0.23287671,0.52054795,22,0.99999979,0.00000535,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52112101,0.24191704
v114_clean_selfblend_router_m0.01_w0.12_norm_residual,per_class_best_non_tsubasa_side;margin=0.01;weight=0.12;mode=norm_residual;support_shrink=log1p,0.97920102,0.91572506,0.23287671,0.52054795,22,0.99999996,0.00000336,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111589,0.24191909
v114_clean_selfblend_router_m0.01_w0.18_prob,per_class_best_non_tsubasa_side;margin=0.01;weight=0.18;mode=prob;support_shrink=log1p,0.97920102,0.91573047,0.23287671,0.52054795,22,0.99999879,0.00001969,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111517,0.24191796
v114_clean_selfblend_router_m0.01_w0.18_rankcal,per_class_best_non_tsubasa_side;margin=0.01;weight=0.18;mode=rankcal;support_shrink=log1p,0.97920102,0.91573277,0.23287671,0.52054795,22,0.99999896,0.00001733,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111566,0.24191460
v114_clean_selfblend_router_m0.01_w0.18_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.01;weight=0.18;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572299,0.23287671,0.52054795,22,0.99999952,0.00000802,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52112369,0.24191564
v114_clean_selfblend_router_m0.01_w0.18_norm_residual,per_class_best_non_tsubasa_side;margin=0.01;weight=0.18;mode=norm_residual;support_shrink=log1p,0.97920102,0.91572575,0.23287671,0.52054795,22,0.99999992,0.00000504,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111600,0.24191867
v114_clean_selfblend_router_m0.01_w0.25_prob,per_class_best_non_tsubasa_side;margin=0.01;weight=0.25;mode=prob;support_shrink=log1p,0.97920102,0.91573242,0.23287671,0.52054795,22,0.99999766,0.00002735,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111498,0.24191736
v114_clean_selfblend_router_m0.01_w0.25_rankcal,per_class_best_non_tsubasa_side;margin=0.01;weight=0.25;mode=rankcal;support_shrink=log1p,0.97920102,0.91573553,0.23287671,0.52054795,22,0.99999800,0.00002407,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111566,0.24191266
v114_clean_selfblend_router_m0.01_w0.25_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.01;weight=0.25;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572276,0.23287671,0.52054795,22,0.99999907,0.00001114,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52112680,0.24191403
v114_clean_selfblend_router_m0.01_w0.25_norm_residual,per_class_best_non_tsubasa_side;margin=0.01;weight=0.25;mode=norm_residual;support_shrink=log1p,0.97920102,0.91572678,0.23287671,0.52054795,22,0.99999984,0.00000700,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111613,0.24191819
v114_clean_selfblend_router_m0.01_w0.35_prob,per_class_best_non_tsubasa_side;margin=0.01;weight=0.35;mode=prob;support_shrink=log1p,0.97920102,0.91573495,0.23287671,0.52054795,22,0.99999541,0.00003829,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111470,0.24191665
v114_clean_selfblend_router_m0.01_w0.35_rankcal,per_class_best_non_tsubasa_side;margin=0.01;weight=0.35;mode=rankcal;support_shrink=log1p,0.97920102,0.91573910,0.23287671,0.52054795,22,0.99999607,0.00003369,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111566,0.24191002
v114_clean_selfblend_router_m0.01_w0.35_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.01;weight=0.35;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572218,0.23287671,0.52054795,22,0.99999817,0.00001560,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52113126,0.24191180
v114_clean_selfblend_router_m0.01_w0.35_norm_residual,per_class_best_non_tsubasa_side;margin=0.01;weight=0.35;mode=norm_residual;support_shrink=log1p,0.97920102,0.91572713,0.23287671,0.52054795,22,0.99999969,0.00000980,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111632,0.24191752
v114_clean_selfblend_router_m0.01_w0.5_prob,per_class_best_non_tsubasa_side;margin=0.01;weight=0.5;mode=prob;support_shrink=log1p,0.97920102,0.91573737,0.23287671,0.52054795,22,0.99999063,0.00005470,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111429,0.24191592
v114_clean_selfblend_router_m0.01_w0.5_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.01;weight=0.5;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572138,0.23287671,0.52054795,22,0.99999627,0.00002228,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52113794,0.24190859
v114_clean_selfblend_router_m0.01_w0.5_norm_residual,per_class_best_non_tsubasa_side;margin=0.01;weight=0.5;mode=norm_residual;support_shrink=log1p,0.97920102,0.91572828,0.23287671,0.52054795,22,0.99999936,0.00001399,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111660,0.24191653
v114_clean_selfblend_router_m0.01_w0.7_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.01;weight=0.7;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572000,0.23287671,0.52054795,22,0.99999269,0.00003119,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52114686,0.24190455
v114_clean_selfblend_router_m0.01_w0.7_norm_residual,per_class_best_non_tsubasa_side;margin=0.01;weight=0.7;mode=norm_residual;support_shrink=log1p,0.97920102,0.91573001,0.23287671,0.52054795,22,0.99999875,0.00001959,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111698,0.24191526
v114_clean_selfblend_router_m0.02_w0.08_prob,per_class_best_non_tsubasa_side;margin=0.02;weight=0.08;mode=prob;support_shrink=log1p,0.97920102,0.91572690,0.23287671,0.52054795,22,0.99999976,0.00000875,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111545,0.24191898
v114_clean_selfblend_router_m0.02_w0.08_rankcal,per_class_best_non_tsubasa_side;margin=0.02;weight=0.08;mode=rankcal;support_shrink=log1p,0.97920102,0.91572863,0.23287671,0.52054795,22,0.99999979,0.00000770,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111566,0.24191750
v114_clean_selfblend_router_m0.02_w0.08_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.02;weight=0.08;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572345,0.23287671,0.52054795,22,0.99999990,0.00000356,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111923,0.24191800
v114_clean_selfblend_router_m0.02_w0.08_norm_residual,per_class_best_non_tsubasa_side;margin=0.02;weight=0.08;mode=norm_residual;support_shrink=log1p,0.97920102,0.91572437,0.23287671,0.52054795,22,0.99999998,0.00000224,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111581,0.24191937
v114_clean_selfblend_router_m0.02_w0.12_prob,per_class_best_non_tsubasa_side;margin=0.02;weight=0.12;mode=prob;support_shrink=log1p,0.97920102,0.91572840,0.23287671,0.52054795,22,0.99999946,0.00001313,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111534,0.24191856
v114_clean_selfblend_router_m0.02_w0.12_rankcal,per_class_best_non_tsubasa_side;margin=0.02;weight=0.12;mode=rankcal;support_shrink=log1p,0.97920102,0.91572943,0.23287671,0.52054795,22,0.99999954,0.00001155,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111566,0.24191632
v114_clean_selfblend_router_m0.02_w0.12_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.02;weight=0.12;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572310,0.23287671,0.52054795,22,0.99999979,0.00000535,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52112101,0.24191704
v114_clean_selfblend_router_m0.02_w0.12_norm_residual,per_class_best_non_tsubasa_side;margin=0.02;weight=0.12;mode=norm_residual;support_shrink=log1p,0.97920102,0.91572506,0.23287671,0.52054795,22,0.99999996,0.00000336,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111589,0.24191909
v114_clean_selfblend_router_m0.02_w0.18_prob,per_class_best_non_tsubasa_side;margin=0.02;weight=0.18;mode=prob;support_shrink=log1p,0.97920102,0.91573047,0.23287671,0.52054795,22,0.99999879,0.00001969,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111517,0.24191796
v114_clean_selfblend_router_m0.02_w0.18_rankcal,per_class_best_non_tsubasa_side;margin=0.02;weight=0.18;mode=rankcal;support_shrink=log1p,0.97920102,0.91573277,0.23287671,0.52054795,22,0.99999896,0.00001733,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111566,0.24191460
v114_clean_selfblend_router_m0.02_w0.18_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.02;weight=0.18;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572299,0.23287671,0.52054795,22,0.99999952,0.00000802,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52112369,0.24191564
v114_clean_selfblend_router_m0.02_w0.18_norm_residual,per_class_best_non_tsubasa_side;margin=0.02;weight=0.18;mode=norm_residual;support_shrink=log1p,0.97920102,0.91572575,0.23287671,0.52054795,22,0.99999992,0.00000504,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111600,0.24191867
v114_clean_selfblend_router_m0.02_w0.25_prob,per_class_best_non_tsubasa_side;margin=0.02;weight=0.25;mode=prob;support_shrink=log1p,0.97920102,0.91573242,0.23287671,0.52054795,22,0.99999766,0.00002735,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111498,0.24191736
v114_clean_selfblend_router_m0.02_w0.25_rankcal,per_class_best_non_tsubasa_side;margin=0.02;weight=0.25;mode=rankcal;support_shrink=log1p,0.97920102,0.91573553,0.23287671,0.52054795,22,0.99999800,0.00002407,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111566,0.24191266
v114_clean_selfblend_router_m0.02_w0.25_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.02;weight=0.25;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572276,0.23287671,0.52054795,22,0.99999907,0.00001114,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52112680,0.24191403
v114_clean_selfblend_router_m0.02_w0.25_norm_residual,per_class_best_non_tsubasa_side;margin=0.02;weight=0.25;mode=norm_residual;support_shrink=log1p,0.97920102,0.91572678,0.23287671,0.52054795,22,0.99999984,0.00000700,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111613,0.24191819
v114_clean_selfblend_router_m0.02_w0.35_prob,per_class_best_non_tsubasa_side;margin=0.02;weight=0.35;mode=prob;support_shrink=log1p,0.97920102,0.91573495,0.23287671,0.52054795,22,0.99999541,0.00003829,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111470,0.24191665
v114_clean_selfblend_router_m0.02_w0.35_rankcal,per_class_best_non_tsubasa_side;margin=0.02;weight=0.35;mode=rankcal;support_shrink=log1p,0.97920102,0.91573910,0.23287671,0.52054795,22,0.99999607,0.00003369,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111566,0.24191002
v114_clean_selfblend_router_m0.02_w0.35_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.02;weight=0.35;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572218,0.23287671,0.52054795,22,0.99999817,0.00001560,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52113126,0.24191180
v114_clean_selfblend_router_m0.02_w0.35_norm_residual,per_class_best_non_tsubasa_side;margin=0.02;weight=0.35;mode=norm_residual;support_shrink=log1p,0.97920102,0.91572713,0.23287671,0.52054795,22,0.99999969,0.00000980,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111632,0.24191752
v114_clean_selfblend_router_m0.02_w0.5_prob,per_class_best_non_tsubasa_side;margin=0.02;weight=0.5;mode=prob;support_shrink=log1p,0.97920102,0.91573737,0.23287671,0.52054795,22,0.99999063,0.00005470,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111429,0.24191592
v114_clean_selfblend_router_m0.02_w0.5_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.02;weight=0.5;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572138,0.23287671,0.52054795,22,0.99999627,0.00002228,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52113794,0.24190859
v114_clean_selfblend_router_m0.02_w0.5_norm_residual,per_class_best_non_tsubasa_side;margin=0.02;weight=0.5;mode=norm_residual;support_shrink=log1p,0.97920102,0.91572828,0.23287671,0.52054795,22,0.99999936,0.00001399,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111660,0.24191653
v114_clean_selfblend_router_m0.02_w0.7_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.02;weight=0.7;mode=rankcal_ranklead;support_shrink=log1p,0.97920102,0.91572000,0.23287671,0.52054795,22,0.99999269,0.00003119,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52114686,0.24190455
v114_clean_selfblend_router_m0.02_w0.7_norm_residual,per_class_best_non_tsubasa_side;margin=0.02;weight=0.7;mode=norm_residual;support_shrink=log1p,0.97920102,0.91573001,0.23287671,0.52054795,22,0.99999875,0.00001959,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946620,0.52111698,0.24191526
v110_clean_router_m0_w0.08_norm_residual,per_class_best_non_tsubasa_side;margin=0.0;weight=0.08;mode=norm_residual;support_shrink=log1p,0.97917529,0.91494621,0.21917808,0.52054795,22,0.99999721,0.00006823,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52113688,0.24230892
v110_clean_router_m0_w0.12_norm_residual,per_class_best_non_tsubasa_side;margin=0.0;weight=0.12;mode=norm_residual;support_shrink=log1p,0.97917529,0.91501444,0.21917808,0.52054795,22,0.99999371,0.00010234,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52113921,0.24229161
v110_clean,baseline,0.97911204,0.91481637,0.21917808,0.52054795,22,1.00000000,0.00000000,0,,,0.01114442,0.99946990,0.52113223,0.24234455
v110_clean_router_m0.01_w0.08_prob,per_class_best_non_tsubasa_side;margin=0.01;weight=0.08;mode=prob;support_shrink=log1p,0.97911204,0.91481936,0.21917808,0.52054795,22,0.99999976,0.00000875,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946990,0.52113201,0.24234360
v110_clean_router_m0.01_w0.08_rankcal,per_class_best_non_tsubasa_side;margin=0.01;weight=0.08;mode=rankcal;support_shrink=log1p,0.97911204,0.91482097,0.21917808,0.52054795,22,0.99999980,0.00000770,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946990,0.52113223,0.24234212
v110_clean_router_m0.01_w0.08_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.01;weight=0.08;mode=rankcal_ranklead;support_shrink=log1p,0.97911204,0.91481568,0.21917808,0.52054795,22,0.99999990,0.00000356,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946990,0.52113579,0.24234261
v110_clean_router_m0.01_w0.08_norm_residual,per_class_best_non_tsubasa_side;margin=0.01;weight=0.08;mode=norm_residual;support_shrink=log1p,0.97911204,0.91481671,0.21917808,0.52054795,22,0.99999998,0.00000224,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946990,0.52113238,0.24234398
v110_clean_router_m0.01_w0.12_prob,per_class_best_non_tsubasa_side;margin=0.01;weight=0.12;mode=prob;support_shrink=log1p,0.97911204,0.91482085,0.21917808,0.52054795,22,0.99999946,0.00001313,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946990,0.52113190,0.24234317
v110_clean_router_m0.01_w0.12_rankcal,per_class_best_non_tsubasa_side;margin=0.01;weight=0.12;mode=rankcal;support_shrink=log1p,0.97911204,0.91482178,0.21917808,0.52054795,22,0.99999954,0.00001155,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946990,0.52113223,0.24234094
v110_clean_router_m0.01_w0.12_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.01;weight=0.12;mode=rankcal_ranklead;support_shrink=log1p,0.97911204,0.91481533,0.21917808,0.52054795,22,0.99999979,0.00000535,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946990,0.52113757,0.24234166
v110_clean_router_m0.01_w0.12_norm_residual,per_class_best_non_tsubasa_side;margin=0.01;weight=0.12;mode=norm_residual;support_shrink=log1p,0.97911204,0.91481752,0.21917808,0.52054795,22,0.99999996,0.00000336,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946990,0.52113245,0.24234370
v110_clean_router_m0.01_w0.18_prob,per_class_best_non_tsubasa_side;margin=0.01;weight=0.18;mode=prob;support_shrink=log1p,0.97911204,0.91482316,0.21917808,0.52054795,22,0.99999879,0.00001969,1,v119_roniheka_hgnet,plcjay1,0.01114442,0.99946990,0.52113173,0.24234258
