name,formula,macro_auc,micro_auc,top1_hit,top5_hit,scored_classes,corr_vs_anchor,mad_vs_anchor,classes_mixed,sources_used,selected_classes,min,max,mean,std
v114_clean_selfblend_router_m-0.02_w0.12_rankcal,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.12;mode=rankcal;support_shrink=log1p,0.97941349,0.91619911,0.23287671,0.52054795,22,0.99991059,0.00042564,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52111566,0.24170249
v114_clean_selfblend_router_m0_w0.12_rankcal,per_class_best_non_tsubasa_side;margin=0.0;weight=0.12;mode=rankcal;support_shrink=log1p,0.97941349,0.91610482,0.23287671,0.52054795,22,0.99991429,0.00037493,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946620,0.52111566,0.24171602
v114_clean_selfblend_router_m0_w0.25_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.0;weight=0.25;mode=rankcal_ranklead;support_shrink=log1p,0.97941349,0.91670848,0.23287671,0.52054795,22,0.99982666,0.00038466,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946620,0.52150033,0.24177854
v114_clean_selfblend_router_m0_w0.35_norm_residual,per_class_best_non_tsubasa_side;margin=0.0;weight=0.35;mode=norm_residual;support_shrink=log1p,0.97941185,0.91628074,0.23287671,0.52054795,22,0.99994630,0.00029846,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946620,0.52113604,0.24177384
v114_clean_selfblend_router_m-0.04_w0.18_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.18;mode=rankcal_ranklead;support_shrink=log1p,0.97940923,0.91672528,0.23287671,0.52054795,22,0.99990403,0.00033100,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52144667,0.24179262
v114_clean_selfblend_router_m-0.02_w0.18_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.18;mode=rankcal_ranklead;support_shrink=log1p,0.97940923,0.91664175,0.23287671,0.52054795,22,0.99990657,0.00031138,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52142705,0.24179657
v110_clean_router_m0_w0.35_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.0;weight=0.35;mode=rankcal_ranklead;support_shrink=log1p,0.97940885,0.91620020,0.21917808,0.52054795,22,0.99966129,0.00053861,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52167083,0.24217047
v114_clean_selfblend_router_m-0.04_w0.08_rankcal,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.08;mode=rankcal;support_shrink=log1p,0.97940759,0.91598348,0.23287671,0.52054795,22,0.99995909,0.00030295,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52111566,0.24176486
v114_clean_selfblend_router_m-0.02_w0.08_rankcal,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.08;mode=rankcal;support_shrink=log1p,0.97940759,0.91605022,0.23287671,0.52054795,22,0.99996029,0.00028376,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52111566,0.24177016
v110_clean_router_m-0.04_w0.12_prob,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.12;mode=prob;support_shrink=log1p,0.97940295,0.91621412,0.21917808,0.52054795,22,0.99987539,0.00055741,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52112132,0.24215199
v110_clean_router_m-0.02_w0.12_prob,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.12;mode=prob;support_shrink=log1p,0.97940295,0.91597928,0.21917808,0.52054795,22,0.99988701,0.00049410,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52112604,0.24215657
v114_clean_selfblend_router_m0_w0.08_prob,per_class_best_non_tsubasa_side;margin=0.0;weight=0.08;mode=prob;support_shrink=log1p,0.97939076,0.91626233,0.23287671,0.52054795,22,0.99995464,0.00027435,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946620,0.52111261,0.24179034
v110_clean_router_m-0.04_w0.5_norm_residual,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.5;mode=norm_residual;support_shrink=log1p,0.97937819,0.91596323,0.21917808,0.52054795,22,0.99987795,0.00053980,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52121192,0.24212267
v110_clean_router_m-0.02_w0.5_norm_residual,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.5;mode=norm_residual;support_shrink=log1p,0.97937819,0.91582298,0.21917808,0.52054795,22,0.99988429,0.00049226,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52118767,0.24213334
v114_clean_selfblend_router_m0_w0.18_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.0;weight=0.18;mode=rankcal_ranklead;support_shrink=log1p,0.97937132,0.91643481,0.23287671,0.52054795,22,0.99991017,0.00027696,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946620,0.52139262,0.24180968
v114_clean_selfblend_router_m0_w0.08_rankcal,per_class_best_non_tsubasa_side;margin=0.0;weight=0.08;mode=rankcal;support_shrink=log1p,0.97936968,0.91598791,0.23287671,0.52054795,22,0.99996193,0.00024995,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946620,0.52111566,0.24177939
v114_clean_selfblend_router_m-0.04_w0.25_norm_residual,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.25;mode=norm_residual;support_shrink=log1p,0.97936542,0.91627712,0.23287671,0.52054795,22,0.99997000,0.00026493,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52115344,0.24180519
v114_clean_selfblend_router_m-0.02_w0.25_norm_residual,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.25;mode=norm_residual;support_shrink=log1p,0.97936542,0.91623547,0.23287671,0.52054795,22,0.99997100,0.00024607,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52114342,0.24180719
v110_clean_router_m0_w0.12_prob,per_class_best_non_tsubasa_side;margin=0.0;weight=0.12;mode=prob;support_shrink=log1p,0.97936504,0.91561322,0.21917808,0.52054795,22,0.99989825,0.00041155,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52112762,0.24215867
v110_clean_router_m0_w0.5_norm_residual,per_class_best_non_tsubasa_side;margin=0.0;weight=0.5;mode=norm_residual;support_shrink=log1p,0.97936504,0.91560401,0.21917808,0.52054795,22,0.99989071,0.00042643,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52116131,0.24214409
v110_clean_router_m-0.04_w0.12_rankcal,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.12;mode=rankcal;support_shrink=log1p,0.97936243,0.91525947,0.21917808,0.52054795,22,0.99990656,0.00046333,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52113223,0.24211497
v110_clean_router_m-0.04_w0.25_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.25;mode=rankcal_ranklead;support_shrink=log1p,0.97936243,0.91637302,0.21917808,0.52054795,22,0.99981182,0.00046961,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52160184,0.24217671
v110_clean_router_m-0.02_w0.12_rankcal,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.12;mode=rankcal;support_shrink=log1p,0.97936243,0.91528512,0.21917808,0.52054795,22,0.99991089,0.00042582,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52113223,0.24212744
v110_clean_router_m-0.02_w0.25_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.25;mode=rankcal_ranklead;support_shrink=log1p,0.97936243,0.91608341,0.21917808,0.52054795,22,0.99982034,0.00043253,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52156476,0.24218575
v110_clean_router_m-0.04_w0.35_norm_residual,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.35;mode=norm_residual;support_shrink=log1p,0.97936078,0.91562087,0.21917808,0.52054795,22,0.99994023,0.00037786,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52118801,0.24218302
v110_clean_router_m-0.02_w0.35_norm_residual,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.35;mode=norm_residual;support_shrink=log1p,0.97936078,0.91552376,0.21917808,0.52054795,22,0.99994333,0.00034459,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52117104,0.24219082
v114_clean_selfblend_router_m-0.04_w0.08_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.08;mode=rankcal_ranklead;support_shrink=log1p,0.97934434,0.91616586,0.23287671,0.52054795,22,0.99998105,0.00014711,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52126278,0.24185762
v114_clean_selfblend_router_m-0.04_w0.12_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.12;mode=rankcal_ranklead;support_shrink=log1p,0.97934434,0.91638827,0.23287671,0.52054795,22,0.99995736,0.00022067,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52133633,0.24182990
v114_clean_selfblend_router_m-0.04_w0.18_norm_residual,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.18;mode=norm_residual;support_shrink=log1p,0.97934434,0.91612443,0.23287671,0.52054795,22,0.99998445,0.00019075,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52114286,0.24183585
v114_clean_selfblend_router_m-0.02_w0.08_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.08;mode=rankcal_ranklead;support_shrink=log1p,0.97934434,0.91613042,0.23287671,0.52054795,22,0.99998156,0.00013839,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52125406,0.24185953
v114_clean_selfblend_router_m-0.02_w0.12_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.12;mode=rankcal_ranklead;support_shrink=log1p,0.97934434,0.91633453,0.23287671,0.52054795,22,0.99995849,0.00020759,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52132325,0.24183267
v114_clean_selfblend_router_m-0.02_w0.18_norm_residual,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.18;mode=norm_residual;support_shrink=log1p,0.97934434,0.91609555,0.23287671,0.52054795,22,0.99998497,0.00017717,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52113565,0.24183735
v110_clean_router_m-0.04_w0.08_prob,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.08;mode=prob;support_shrink=log1p,0.97933970,0.91575077,0.21917808,0.52054795,22,0.99994465,0.00037161,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52112495,0.24220947
v110_clean_router_m-0.02_w0.08_prob,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.08;mode=prob;support_shrink=log1p,0.97933970,0.91559464,0.21917808,0.52054795,22,0.99994981,0.00032940,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52112810,0.24221315
v114_clean_selfblend_router_m0_w0.25_norm_residual,per_class_best_non_tsubasa_side;margin=0.0;weight=0.25;mode=norm_residual;support_shrink=log1p,0.97932751,0.91612357,0.23287671,0.52054795,22,0.99997261,0.00021319,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946620,0.52113022,0.24181293
v110_clean_router_m0_w0.12_rankcal,per_class_best_non_tsubasa_side;margin=0.0;weight=0.12;mode=rankcal;support_shrink=log1p,0.97932452,0.91519187,0.21917808,0.52054795,22,0.99991458,0.00037498,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52113223,0.24214098
v110_clean_router_m0_w0.25_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.0;weight=0.25;mode=rankcal_ranklead;support_shrink=log1p,0.97932452,0.91580255,0.21917808,0.52054795,22,0.99982725,0.00038472,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52151695,0.24220346
v110_clean_router_m0_w0.35_norm_residual,per_class_best_non_tsubasa_side;margin=0.0;weight=0.35;mode=norm_residual;support_shrink=log1p,0.97932287,0.91536975,0.21917808,0.52054795,22,0.99994648,0.00029850,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52115258,0.24219867
v110_clean_router_m-0.04_w0.18_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.18;mode=rankcal_ranklead;support_shrink=log1p,0.97932026,0.91594390,0.21917808,0.52054795,22,0.99990248,0.00033812,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52147035,0.24221451
v110_clean_router_m-0.02_w0.18_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.18;mode=rankcal_ranklead;support_shrink=log1p,0.97932026,0.91573231,0.21917808,0.52054795,22,0.99990689,0.00031142,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52144365,0.24222144
v110_clean_router_m-0.04_w0.08_rankcal,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.08;mode=rankcal;support_shrink=log1p,0.97931862,0.91513071,0.21917808,0.52054795,22,0.99995849,0.00030888,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52113223,0.24218646
v110_clean_router_m-0.02_w0.08_rankcal,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.08;mode=rankcal;support_shrink=log1p,0.97931862,0.91513923,0.21917808,0.52054795,22,0.99996042,0.00028388,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52113223,0.24219501
v114_clean_selfblend_router_m0_w0.08_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.0;weight=0.08;mode=rankcal_ranklead;support_shrink=log1p,0.97930643,0.91603710,0.23287671,0.52054795,22,0.99998226,0.00012309,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946620,0.52123876,0.24186557
v114_clean_selfblend_router_m0_w0.12_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.0;weight=0.12;mode=rankcal_ranklead;support_shrink=log1p,0.97930643,0.91619491,0.23287671,0.52054795,22,0.99996009,0.00018464,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946620,0.52130030,0.24184160
v114_clean_selfblend_router_m0_w0.18_norm_residual,per_class_best_non_tsubasa_side;margin=0.0;weight=0.18;mode=norm_residual;support_shrink=log1p,0.97930643,0.91601910,0.23287671,0.52054795,22,0.99998580,0.00015349,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946620,0.52112614,0.24184156
v114_clean_selfblend_router_m-0.04_w0.08_norm_residual,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.08;mode=norm_residual;support_shrink=log1p,0.97930218,0.91590122,0.23287671,0.52054795,22,0.99999693,0.00008478,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52112775,0.24188163
v114_clean_selfblend_router_m-0.04_w0.12_norm_residual,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.12;mode=norm_residual;support_shrink=log1p,0.97930218,0.91598717,0.23287671,0.52054795,22,0.99999309,0.00012717,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52113379,0.24186304
v114_clean_selfblend_router_m-0.02_w0.08_norm_residual,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.08;mode=norm_residual;support_shrink=log1p,0.97930218,0.91588752,0.23287671,0.52054795,22,0.99999703,0.00007874,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52112455,0.24188233
v114_clean_selfblend_router_m-0.02_w0.12_norm_residual,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.12;mode=norm_residual;support_shrink=log1p,0.97930218,0.91597002,0.23287671,0.52054795,22,0.99999332,0.00011811,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946620,0.52112899,0.24186407
v110_clean_router_m0_w0.08_prob,per_class_best_non_tsubasa_side;margin=0.0;weight=0.08;mode=prob;support_shrink=log1p,0.97930179,0.91535387,0.21917808,0.52054795,22,0.99995480,0.00027436,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52112916,0.24221515
v110_clean_router_m0_w0.18_rankcal_ranklead,per_class_best_non_tsubasa_side;margin=0.0;weight=0.18;mode=rankcal_ranklead;support_shrink=log1p,0.97928235,0.91552738,0.21917808,0.52054795,22,0.99991047,0.00027700,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52140922,0.24223452
v110_clean_router_m0_w0.08_rankcal,per_class_best_non_tsubasa_side;margin=0.0;weight=0.08;mode=rankcal;support_shrink=log1p,0.97928071,0.91507899,0.21917808,0.52054795,22,0.99996206,0.00024999,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946990,0.52113223,0.24220424
v110_clean_router_m-0.04_w0.25_norm_residual,per_class_best_non_tsubasa_side;margin=-0.04;weight=0.25;mode=norm_residual;support_shrink=log1p,0.97927645,0.91539029,0.21917808,0.52054795,22,0.99996951,0.00026990,22,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son15;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52117207,0.24222622
v110_clean_router_m-0.02_w0.25_norm_residual,per_class_best_non_tsubasa_side;margin=-0.02;weight=0.25;mode=norm_residual;support_shrink=log1p,0.97927645,0.91532275,0.21917808,0.52054795,22,0.99997110,0.00024613,21,v112_backtracking_remap;v113_lantingguo_melnorm;v119_roniheka_hgnet,116570;47158son01;47158son03;47158son08;47158son10;47158son11;47158son13;47158son16;47158son17;47158son18;47158son19;47158son20;47158son21;47158son22;47158son23;47158son25;516975;chacha1;grekis;plcjay1;thlwre1,0.01114442,0.99946990,0.52115995,0.24223194
v114_clean_selfblend_router_m0_w0.08_norm_residual,per_class_best_non_tsubasa_side;margin=0.0;weight=0.08;mode=norm_residual;support_shrink=log1p,0.97926427,0.91585479,0.23287671,0.52054795,22,0.99999720,0.00006822,6,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son21;47158son22;47158son23;plcjay1,0.01114442,0.99946620,0.52112032,0.24188425
