name,macro_auc,micro_auc,top1_hit,top5_hit,scored_classes,min,max,mean,std,kind,params,classes_mixed
v120,0.9813992464995634,0.914352500399548,0.1917808219178082,0.4794520547945205,22,0.013461866,0.9991453,0.5210780120264957,0.23614893664974163,single,v120,0
v114_v116_cls_margin-0.02_w0.2_side_gt_anchor,0.9813972782802665,0.9209642862197306,0.2465753424657534,0.5205479452054794,22,0.011144416,0.9994662,0.5217404461019446,0.24180631146867876,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.2;gate=side_gt_anchor,10
v114_v116_cls_margin-0.02_w0.18_side_gt_anchor,0.9813790220796155,0.9204368483469989,0.2465753424657534,0.5205479452054794,22,0.011144416,0.9994662,0.5216779679678077,0.24181148777814204,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.18;gate=side_gt_anchor,10
v110_v116_cls_margin-0.02_w0.4_none,0.9813557748599296,0.9225172593803457,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994699,0.5210687772810256,0.242260236559007,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.4;gate=none,10
v114_v116_cls_margin-0.02_w0.15_side_rank_top,0.9813520246639431,0.9190016397288665,0.2465753424657534,0.5068493150684932,22,0.011144416,0.9994662,0.5212267893294872,0.24195879343983648,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.15;gate=side_rank_top,10
v114_v116_cls_margin-0.02_w0.4_none,0.9813310174822312,0.9232948965668328,0.2465753424657534,0.5205479452054794,22,0.011144416,0.9994662,0.521056175398312,0.24183628267504037,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.4;gate=none,10
v110_v116_cls_margin-0.02_w0.2_side_gt_anchor,0.9812835471406803,0.9201103638435355,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994699,0.5217541180478205,0.2422307625163695,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.2;gate=side_gt_anchor,10
v110_v116_cls_margin-0.02_w0.18_side_gt_anchor,0.9812652909400295,0.9195868380318145,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994699,0.5216919288336866,0.2422359731732508,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.18;gate=side_gt_anchor,10
v110_v116_cls_margin-0.02_w0.15_side_rank_top,0.981238293524357,0.918134485381606,0.2328767123287671,0.5068493150684932,22,0.011144416,0.9994699,0.5212432736112358,0.24238299137416544,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.15;gate=side_rank_top,10
v114_v116_cls_margin-0.02_w0.15_side_gt_anchor,0.9811824941567555,0.9196710048738527,0.2465753424657534,0.5205479452054794,22,0.011144416,0.9994662,0.5215842507666025,0.24182183036287883,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.15;gate=side_gt_anchor,10
v110_v116_cls_margin-0.02_w0.15_side_gt_anchor,0.9810687630171695,0.9188087981331645,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994699,0.5215986450124858,0.24224635973170724,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.15;gate=side_gt_anchor,10
v114_v116_cls_margin-0.02_w0.12_side_gt_anchor,0.9809079107463691,0.9188875571261585,0.2465753424657534,0.5205479452054794,22,0.011144416,0.9994662,0.5214905335653974,0.2418352663306431,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.12;gate=side_gt_anchor,10
v114_v116_cls_margin-0.02_w0.08_anchor_not_top5,0.9808494423634091,0.9174805383594266,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.521105446438181,0.24181511759131924,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.08;gate=anchor_not_top5,10
v114_v116_cls_margin-0.02_w0.08_none,0.9808494423634091,0.9174429135373534,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.5211037668881239,0.24181192866638618,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.08;gate=none,10
v114_v116_cls_margin-0.02_w0.12_side_rank_top,0.9808293929526087,0.9183551141165456,0.2465753424657534,0.5068493150684932,22,0.011144416,0.9994662,0.5212045644157052,0.24194935867587167,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.12;gate=side_rank_top,10
v110_v116_cls_margin-0.02_w0.12_side_gt_anchor,0.9807941796067831,0.9180313335376042,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994699,0.5215053611912849,0.2422598306165254,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.12;gate=side_gt_anchor,10
v110_v116_cls_margin-0.02_w0.08_anchor_not_top5,0.9807357112238232,0.9166002671017185,0.2191780821917808,0.5205479452054794,22,0.011144416,0.9994699,0.521121009136889,0.2422395394296444,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.08;gate=anchor_not_top5,10
v110_v116_cls_margin-0.02_w0.08_none,0.9807357112238232,0.9165581549155449,0.2191780821917808,0.5205479452054794,22,0.011144416,0.9994699,0.5211195361813904,0.24223669404150802,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.08;gate=none,10
v110_v116_cls_margin-0.02_w0.12_side_rank_top,0.9807156618130226,0.9174921019515316,0.2328767123287671,0.5068493150684932,22,0.011144416,0.9994699,0.5212210640702849,0.24237364275205067,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.12;gate=side_rank_top,10
v114_v116_cls_margin-0.02_w0.1_side_gt_anchor,0.9807018947996987,0.918368633739156,0.2465753424657534,0.5205479452054794,22,0.011144416,0.9994662,0.5214280554312607,0.2418459419388961,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.1;gate=side_gt_anchor,10
v110_v116_cls_margin-0.02_w0.1_side_gt_anchor,0.9805881636601128,0.9175124101506017,0.2191780821917808,0.5205479452054794,22,0.011144416,0.9994699,0.5214431719771511,0.24227052447182804,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.1;gate=side_gt_anchor,10
v114_v116_cls_margin-0.02_w0.1_side_rank_top,0.9805580218003964,0.9179252476478446,0.2465753424657534,0.5068493150684932,22,0.011144416,0.9994662,0.5211897478065171,0.24194353057646176,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.1;gate=side_rank_top,10
v110_v116_cls_margin-0.02_w0.1_side_rank_top,0.9804442906608105,0.9170629258465384,0.2191780821917808,0.5068493150684932,22,0.011144416,0.9994699,0.521206257709651,0.24236787123564418,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.1;gate=side_rank_top,10
v114_v116_cls_margin-0.02_w0.08_side_gt_anchor,0.9803751187719882,0.9178561537467592,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.521365577297124,0.24185799197532784,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.08;gate=side_gt_anchor,10
v114_v119_cls_margin0_w0.4_side_gt_anchor,0.9803401946215465,0.9187547196427229,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.522238046258725,0.2416308830901392,class_selective_prob,anchor=v114;side=v119;margin=0;w=0.4;gate=side_gt_anchor,6
v114_v119_cls_margin-0.02_w0.4_side_gt_anchor,0.9803401946215465,0.9187158291538523,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.5223590742676282,0.24157366150615303,class_selective_prob,anchor=v114;side=v119;margin=-0.02;w=0.4;gate=side_gt_anchor,7
v114_v116_cls_margin-0.02_w0.08_side_rank_top,0.980296600978228,0.9175111444838041,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.521174931197329,0.2419380719030298,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.08;gate=side_rank_top,10
v110_v116_cls_margin-0.02_w0.08_side_gt_anchor,0.9802613876324023,0.9169800246712977,0.2191780821917808,0.5205479452054794,22,0.011144416,0.9994699,0.5213809827630171,0.24228258873112588,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.08;gate=side_gt_anchor,10
v110_v119_cls_margin0_w0.4_side_gt_anchor,0.980251220859659,0.9178523567463664,0.2191780821917808,0.5205479452054794,22,0.011144416,0.9994699,0.5222546074462393,0.24205592676368268,class_selective_prob,anchor=v110;side=v119;margin=0;w=0.4;gate=side_gt_anchor,6
v110_v119_cls_margin-0.02_w0.4_side_gt_anchor,0.980251220859659,0.9178142716818215,0.2191780821917808,0.5205479452054794,22,0.011144416,0.9994699,0.522375635463889,0.24199879739965507,class_selective_prob,anchor=v110;side=v119;margin=-0.02;w=0.4;gate=side_gt_anchor,7
v114_v119_cls_margin-0.02_w0.4_anchor_not_top5,0.9802220504952934,0.9189985906224906,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.5210993337805911,0.24123438022222302,class_selective_prob,anchor=v114;side=v119;margin=-0.02;w=0.4;gate=anchor_not_top5,7
v114_v119_cls_margin0_w0.4_anchor_not_top5,0.9802220504952934,0.9189515308297447,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.5210988274767308,0.2412856150917194,class_selective_prob,anchor=v114;side=v119;margin=0;w=0.4;gate=anchor_not_top5,6
v114_v119_cls_margin-0.02_w0.4_none,0.9802220504952934,0.9186646847091687,0.2465753424657534,0.5205479452054794,22,0.011144416,0.9994662,0.5210910615509616,0.24121873560849857,class_selective_prob,anchor=v114;side=v119;margin=-0.02;w=0.4;gate=none,7
v114_v119_cls_margin0_w0.4_none,0.9802220504952934,0.9186237231291747,0.2465753424657534,0.5205479452054794,22,0.011144416,0.9994662,0.5210899205921155,0.24126888088448276,class_selective_prob,anchor=v114;side=v119;margin=0;w=0.4;gate=none,6
v114_v119_cls_margin-0.02_w0.35_anchor_not_top5,0.9801993232225662,0.9186694021945051,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.5211013751530894,0.24124553730818243,class_selective_prob,anchor=v114;side=v119;margin=-0.02;w=0.35;gate=anchor_not_top5,7
v114_v119_cls_margin0_w0.35_anchor_not_top5,0.9801993232225662,0.9186246436141184,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.5211009321372115,0.2412948472434428,class_selective_prob,anchor=v114;side=v119;margin=0;w=0.35;gate=anchor_not_top5,6
v114_v119_cls_margin-0.02_w0.35_none,0.9801993232225662,0.9183893446503889,0.2465753424657534,0.5205479452054794,22,0.011144416,0.9994662,0.5210941369521634,0.24123177317987113,class_selective_prob,anchor=v114;side=v119;margin=-0.02;w=0.35;gate=none,7
v114_v119_cls_margin0_w0.35_none,0.9801993232225662,0.9183497637978104,0.2465753424657534,0.5205479452054794,22,0.011144416,0.9994662,0.5210931386131731,0.24128013145048532,class_selective_prob,anchor=v114;side=v119;margin=0;w=0.35;gate=none,6
v114_v116_cls_margin-0.02_w0.05_anchor_not_top5,0.9801918300980453,0.9168229669277814,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.5211092783090795,0.24184908684021775,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.05;gate=anchor_not_top5,10
v114_v116_cls_margin-0.02_w0.05_none,0.9801918300980453,0.9168009903497509,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.5211082285902938,0.24184708718710435,class_selective_prob,anchor=v114;side=v116;margin=-0.02;w=0.05;gate=none,10
v110_v116_cls_margin-0.02_w0.08_side_rank_top,0.980182869838642,0.9166276515287932,0.2191780821917808,0.5205479452054794,22,0.011144416,0.9994699,0.5211914513490171,0.24236246846888423,class_selective_prob,anchor=v110;side=v116;margin=-0.02;w=0.08;gate=side_rank_top,10
v114_v119_cls_margin-0.02_w0.3_anchor_not_top5,0.980137719242131,0.9183157058548941,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.5211034165255876,0.2412780219299456,class_selective_prob,anchor=v114;side=v119;margin=-0.02;w=0.3;gate=anchor_not_top5,7
v114_v119_cls_margin0_w0.3_anchor_not_top5,0.980137719242131,0.9182730183656307,0.2328767123287671,0.5205479452054794,22,0.011144416,0.9994662,0.5211030367976924,0.2413241228186305,class_selective_prob,anchor=v114;side=v119;margin=0;w=0.3;gate=anchor_not_top5,6
v114_v119_cls_margin-0.02_w0.3_none,0.980137719242131,0.9180796014668388,0.2465753424657534,0.5205479452054794,22,0.011144416,0.9994662,0.5210972123533655,0.24126616079728536,class_selective_prob,anchor=v114;side=v119;margin=-0.02;w=0.3;gate=none,7
