pair,corr,mad,max_abs
v109_vs_v103,0.7887724752540298,0.12736003902282764,0.87217051
v109_vs_v104,0.9715192741859379,0.01930081891043447,0.40390408
v109_vs_v107,0.982522348423195,0.012436958104700855,0.43553721999999995
v109_vs_v108,0.9836973263651053,0.015096339729166665,0.35022055999999996
