candidate,blend,min_delta,min_prior_rank,delta_scale,active_cells,macro_auc,macro_gain,micro_auc,top1_hit,top5_hit,fold_std,fold_std_delta,fold_min,weak_followup_auc,weak_followup_gain,corr_vs_anchor
blend1_delta0_pr0_scale1.25,1.0,0.0,0.0,1.25,323,0.980281813652357,0.0029182569766682542,0.9158379329774201,0.273972602739726,0.5068493150684932,0.15441704015998192,-0.0008302581915264617,0.4743265993265993,0.959014980548594,0.009171664783814482,0.9998365047552008
blend1_delta0.0025_pr0_scale1.25,1.0,0.0025,0.0,1.25,285,0.980281813652357,0.0029182569766682542,0.9157952454881567,0.273972602739726,0.5068493150684932,0.15441704015998192,-0.0008302581915264617,0.4743265993265993,0.959014980548594,0.009171664783814482,0.9998365251292077
blend1_delta0_pr0.25_scale1.25,1.0,0.0,0.25,1.25,276,0.980281813652357,0.0029182569766682542,0.9158385082805099,0.273972602739726,0.5068493150684932,0.15441704015998192,-0.0008302581915264617,0.4743265993265993,0.959014980548594,0.009171664783814482,0.9998405042085161
blend1_delta0.0025_pr0.25_scale1.25,1.0,0.0025,0.25,1.25,243,0.980281813652357,0.0029182569766682542,0.9157958207912466,0.273972602739726,0.5068493150684932,0.15441704015998192,-0.0008302581915264617,0.4743265993265993,0.959014980548594,0.009171664783814482,0.9998405229760843
blend1_delta0_pr0.5_scale1.25,1.0,0.0,0.5,1.25,197,0.980281813652357,0.0029182569766682542,0.9158401191291614,0.273972602739726,0.5068493150684932,0.15441704015998192,-0.0008302581915264617,0.4743265993265993,0.959014980548594,0.009171664783814482,0.9998574716089959
blend1_delta0.0025_pr0.5_scale1.25,1.0,0.0025,0.5,1.25,174,0.980281813652357,0.0029182569766682542,0.9157970864580441,0.273972602739726,0.5068493150684932,0.15441704015998192,-0.0008302581915264617,0.4743265993265993,0.959014980548594,0.009171664783814482,0.9998574860357868
blend1_delta0.005_pr0_scale1.25,1.0,0.005,0.0,1.25,253,0.9802243786718875,0.002860821996198748,0.9157201684349374,0.273972602739726,0.5068493150684932,0.15441704015998192,-0.0008302581915264617,0.4743265993265993,0.9588344706099752,0.008991154845195637,0.9998366437954143
blend1_delta0.005_pr0.25_scale1.25,1.0,0.005,0.25,1.25,215,0.9802243786718875,0.002860821996198748,0.9157207437380273,0.273972602739726,0.5068493150684932,0.15441704015998192,-0.0008302581915264617,0.4743265993265993,0.9588344706099752,0.008991154845195637,0.9998406272232573
blend1_delta0.01_pr0_scale1.25,1.0,0.01,0.0,1.25,198,0.9802243786718875,0.002860821996198748,0.9154937291387908,0.273972602739726,0.5068493150684932,0.15441704015998192,-0.0008302581915264617,0.4743265993265993,0.9588344706099752,0.008991154845195637,0.9998374969320114
blend1_delta0.01_pr0.25_scale1.25,1.0,0.01,0.25,1.25,172,0.9802243786718875,0.002860821996198748,0.9154941893812627,0.273972602739726,0.5068493150684932,0.15441704015998192,-0.0008302581915264617,0.4743265993265993,0.9588344706099752,0.008991154845195637,0.9998412822965518
blend1_delta0.005_pr0.5_scale1.25,1.0,0.005,0.5,1.25,156,0.9802243786718875,0.002860821996198748,0.915721319041117,0.273972602739726,0.5068493150684932,0.15441704015998192,-0.0008302581915264617,0.4743265993265993,0.9588344706099752,0.008991154845195637,0.9998575516202988
blend1_delta0.01_pr0.5_scale1.25,1.0,0.01,0.5,1.25,129,0.9802243786718875,0.002860821996198748,0.9154947646843525,0.273972602739726,0.5068493150684932,0.15441704015998192,-0.0008302581915264617,0.4743265993265993,0.9588344706099752,0.008991154845195637,0.9998579977188725
blend1_delta0_pr0.7_scale1.25,1.0,0.0,0.7,1.25,113,0.9801837808440439,0.0028202241683551454,0.915039987591863,0.273972602739726,0.5068493150684932,0.1533664525129793,-0.0018808458385290716,0.4743265993265993,0.9587068774367526,0.008863561671973108,0.9999444574173398
blend1_delta0.0025_pr0.7_scale1.25,1.0,0.0025,0.7,1.25,98,0.9801837808440439,0.0028202241683551454,0.9150008669817563,0.273972602739726,0.5068493150684932,0.1533664525129793,-0.0018808458385290716,0.4743265993265993,0.9587068774367526,0.008863561671973108,0.9999444686761522
blend1_delta0.005_pr0.7_scale1.25,1.0,0.005,0.7,1.25,87,0.9800936682608032,0.002730111585114492,0.9149279185499692,0.273972602739726,0.5068493150684932,0.1533664525129793,-0.0018808458385290716,0.4743265993265993,0.9584236664608533,0.008580350696073769,0.9999445100741634
blend1_delta0.01_pr0.7_scale1.25,1.0,0.01,0.7,1.25,70,0.9800936682608032,0.002730111585114492,0.9147857036261698,0.273972602739726,0.5068493150684932,0.1533664525129793,-0.0018808458385290716,0.4743265993265993,0.9584236664608533,0.008580350696073769,0.9999447719325225
blend0.85_delta0_pr0_scale1.25,0.85,0.0,0.0,1.25,323,0.9799450872946025,0.002581530618913752,0.9153898869310814,0.273972602739726,0.5068493150684932,0.1552277876632056,-1.9510688302776247e-05,0.4743265993265993,0.9579566977099373,0.00811338194515776,0.9998818942742955
blend0.85_delta0.0025_pr0_scale1.25,0.85,0.0025,0.0,1.25,285,0.9799450872946025,0.002581530618913752,0.9153531825939519,0.273972602739726,0.5068493150684932,0.1552277876632056,-1.9510688302776247e-05,0.4743265993265993,0.9579566977099373,0.00811338194515776,0.9998819091892008
blend0.85_delta0_pr0.25_scale1.25,0.85,0.0,0.25,1.25,276,0.9799450872946025,0.002581530618913752,0.915390692355407,0.273972602739726,0.5068493150684932,0.1552277876632056,-1.9510688302776247e-05,0.4743265993265993,0.9579566977099373,0.00811338194515776,0.9998847809222117
blend0.85_delta0.0025_pr0.25_scale1.25,0.85,0.0025,0.25,1.25,243,0.9799450872946025,0.002581530618913752,0.9153539880182776,0.273972602739726,0.5068493150684932,0.1552277876632056,-1.9510688302776247e-05,0.4743265993265993,0.9579566977099373,0.00811338194515776,0.9998847946811188
blend0.85_delta0_pr0.5_scale1.25,0.85,0.0,0.5,1.25,197,0.9799450872946025,0.002581530618913752,0.9153925333252945,0.273972602739726,0.5068493150684932,0.1552277876632056,-1.9510688302776247e-05,0.4743265993265993,0.9579566977099373,0.00811338194515776,0.9998970317332405
blend0.85_delta0.0025_pr0.5_scale1.25,0.85,0.0025,0.5,1.25,174,0.9799450872946025,0.002581530618913752,0.915355483806311,0.273972602739726,0.5068493150684932,0.1552277876632056,-1.9510688302776247e-05,0.4743265993265993,0.9579566977099373,0.00811338194515776,0.9998970423255168
blend0.85_delta0_pr0.7_scale1.25,0.85,0.0,0.7,1.25,113,0.9799124096918316,0.002548853016142827,0.9147109142244955,0.273972602739726,0.5068493150684932,0.15407149902942466,-0.001175799322083726,0.4743265993265993,0.9578539966726568,0.008010680907877266,0.9999598699876576
blend0.85_delta0.0025_pr0.7_scale1.25,0.85,0.0025,0.7,1.25,98,0.9799124096918316,0.002548853016142827,0.9146780068877587,0.273972602739726,0.5068493150684932,0.15407149902942466,-0.001175799322083726,0.4743265993265993,0.9578539966726568,0.008010680907877266,0.9999598781706052
blend0.85_delta0.005_pr0_scale1.25,0.85,0.005,0.0,1.25,253,0.979854974711362,0.0024914180356732096,0.9152900718450004,0.273972602739726,0.5068493150684932,0.1552277876632056,-1.9510688302776247e-05,0.4743265993265993,0.957673486734038,0.007830170969258421,0.9998819950090979
blend0.85_delta0.005_pr0.25_scale1.25,0.85,0.005,0.25,1.25,215,0.979854974711362,0.0024914180356732096,0.9152908772693262,0.273972602739726,0.5068493150684932,0.1552277876632056,-1.9510688302776247e-05,0.4743265993265993,0.957673486734038,0.007830170969258421,0.9998848701522695
blend0.85_delta0.005_pr0.5_scale1.25,0.85,0.005,0.5,1.25,156,0.979854974711362,0.0024914180356732096,0.9152919128148879,0.273972602739726,0.5068493150684932,0.1552277876632056,-1.9510688302776247e-05,0.4743265993265993,0.957673486734038,0.007830170969258421,0.999897089892679
blend0.85_delta0.01_pr0_scale1.25,0.85,0.01,0.0,1.25,198,0.9798322474386348,0.002468690762946091,0.9150984959160959,0.273972602739726,0.5068493150684932,0.1552277876632056,-1.9510688302776247e-05,0.4743265993265993,0.9576020581626095,0.007758742397829921,0.9998826115097884
blend0.85_delta0.01_pr0.25_scale1.25,0.85,0.01,0.25,1.25,172,0.9798322474386348,0.002468690762946091,0.9150991862798037,0.273972602739726,0.5068493150684932,0.1552277876632056,-1.9510688302776247e-05,0.4743265993265993,0.9576020581626095,0.007758742397829921,0.9998853437824926
blend0.85_delta0.01_pr0.5_scale1.25,0.85,0.01,0.5,1.25,129,0.9798322474386348,0.002468690762946091,0.9150996465222756,0.273972602739726,0.5068493150684932,0.1552277876632056,-1.9510688302776247e-05,0.4743265993265993,0.9576020581626095,0.007758742397829921,0.999897412783204
blend0.85_delta0.005_pr0.7_scale1.25,0.85,0.005,0.7,1.25,87,0.9798222971085909,0.0024587404329021734,0.9146169096996216,0.273972602739726,0.5068493150684932,0.15407149902942466,-0.001175799322083726,0.4743265993265993,0.9575707856967576,0.007727469931978037,0.9999599081618276
blend0.85_delta0.01_pr0.7_scale1.25,0.85,0.01,0.7,1.25,70,0.9797995698358637,0.0024360131601749435,0.9144956358082911,0.273972602739726,0.5068493150684932,0.15407149902942466,-0.001175799322083726,0.4743265993265993,0.957499357125329,0.007656041360549426,0.9999600975651161
blend1_delta0_pr0_scale1,1.0,0.0,0.0,1.0,323,0.9797490216779763,0.0023854650022875346,0.9152382370366092,0.273972602739726,0.5068493150684932,0.1562076577878017,0.0009603594362933288,0.4743265993265993,0.9573404914862544,0.007497175721474902,0.9998953864350134
blend1_delta0.0025_pr0_scale1,1.0,0.0025,0.0,1.0,278,0.9797490216779763,0.0023854650022875346,0.9151849639704934,0.273972602739726,0.5068493150684932,0.1562076577878017,0.0009603594362933288,0.4743265993265993,0.9573404914862544,0.007497175721474902,0.9998954087136734
blend1_delta0_pr0.25_scale1,1.0,0.0,0.25,1.0,276,0.9797490216779763,0.0023854650022875346,0.915238812339699,0.273972602739726,0.5068493150684932,0.1562076577878017,0.0009603594362933288,0.4743265993265993,0.9573404914862544,0.007497175721474902,0.999897942580368
blend1_delta0.0025_pr0.25_scale1,1.0,0.0025,0.25,1.0,237,0.9797490216779763,0.0023854650022875346,0.9151855392735831,0.273972602739726,0.5068493150684932,0.1562076577878017,0.0009603594362933288,0.4743265993265993,0.9573404914862544,0.007497175721474902,0.9998979627853242
blend1_delta0_pr0.5_scale1,1.0,0.0,0.5,1.0,197,0.9797490216779763,0.0023854650022875346,0.9152398478852606,0.273972602739726,0.5068493150684932,0.1562076577878017,0.0009603594362933288,0.4743265993265993,0.9573404914862544,0.007497175721474902,0.999908792058824
blend1_delta0.0025_pr0.5_scale1,1.0,0.0025,0.5,1.0,169,0.9797490216779763,0.0023854650022875346,0.915186229637291,0.273972602739726,0.5068493150684932,0.1562076577878017,0.0009603594362933288,0.4743265993265993,0.9573404914862544,0.007497175721474902,0.9999088083931543
blend1_delta0_pr0.7_scale1,1.0,0.0,0.7,1.0,113,0.9797163440752051,0.0023527873995163873,0.9145978096370402,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.957237790448974,0.0073944746841944076,0.9999644521904563
blend1_delta0.0025_pr0.7_scale1,1.0,0.0025,0.7,1.0,94,0.9797163440752051,0.0023527873995163873,0.914548333571317,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.957237790448974,0.0073944746841944076,0.9999644651686462
blend1_delta0.01_pr0_scale1,1.0,0.01,0.0,1.0,172,0.9796609391997069,0.002297382524018121,0.9148929976524182,0.273972602739726,0.5068493150684932,0.1562076577878017,0.0009603594362933288,0.4743265993265993,0.957063660840265,0.007220345075485413,0.9998966184245682
blend1_delta0.01_pr0.25_scale1,1.0,0.01,0.25,1.0,152,0.9796609391997069,0.002297382524018121,0.914893342834272,0.273972602739726,0.5068493150684932,0.1562076577878017,0.0009603594362933288,0.4743265993265993,0.957063660840265,0.007220345075485413,0.9998989081649772
blend1_delta0.01_pr0.5_scale1,1.0,0.01,0.5,1.0,116,0.9796609391997069,0.002297382524018121,0.914893688016126,0.273972602739726,0.5068493150684932,0.1562076577878017,0.0009603594362933288,0.4743265993265993,0.957063660840265,0.007220345075485413,0.9999094310720503
blend1_delta0.005_pr0_scale1,1.0,0.005,0.0,1.0,232,0.9796361818220084,0.002272625146319651,0.91506892533728,0.273972602739726,0.5068493150684932,0.1562076577878017,0.0009603594362933288,0.4743265993265993,0.9569858519389266,0.007142536174147063,0.9998955933770655
blend1_delta0.005_pr0.25_scale1,1.0,0.005,0.25,1.0,196,0.9796361818220084,0.002272625146319651,0.9150695006403698,0.273972602739726,0.5068493150684932,0.1562076577878017,0.0009603594362933288,0.4743265993265993,0.9569858519389266,0.007142536174147063,0.999898127093103
blend1_delta0.005_pr0.5_scale1,1.0,0.005,0.5,1.0,144,0.9796361818220084,0.002272625146319651,0.9150699608828418,0.273972602739726,0.5068493150684932,0.1562076577878017,0.0009603594362933288,0.4743265993265993,0.9569858519389266,0.007142536174147063,0.9999089085938313
blend1_delta0.01_pr0.7_scale1,1.0,0.01,0.7,1.0,62,0.9796282615969357,0.002264704921246974,0.9143481280960655,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9569609598029845,0.007117644038204918,0.9999648409167177
blend1_delta0.005_pr0.7_scale1,1.0,0.005,0.7,1.0,78,0.9796035042192373,0.002239947543548504,0.9144341934383,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9568831509016461,0.007039835136866568,0.9999645359545571
blend0.7_delta0_pr0.7_scale1.25,0.7,0.0,0.7,1.25,113,0.9793895680474946,0.0020260113718058026,0.9143702197347139,0.273972602739726,0.5068493150684932,0.1568832663263381,0.0016359679748297051,0.4743265993265993,0.9562107800761692,0.006367464311389681,0.999972783563249
blend0.7_delta0.0025_pr0.7_scale1.25,0.7,0.0025,0.7,1.25,98,0.9793895680474946,0.0020260113718058026,0.9143432955501112,0.273972602739726,0.5068493150684932,0.1568832663263381,0.0016359679748297051,0.4743265993265993,0.9562107800761692,0.006367464311389681,0.9999727891457515
blend0.7_delta0.005_pr0.7_scale1.25,0.7,0.005,0.7,1.25,87,0.9793568904447234,0.0019933337690346553,0.9142950851511856,0.273972602739726,0.5068493150684932,0.1568832663263381,0.0016359679748297051,0.4743265993265993,0.9561080790388887,0.006264763274109186,0.9999728095407114
blend0.7_delta0.01_pr0.7_scale1.25,0.7,0.01,0.7,1.25,70,0.9793341631719962,0.0019706064963074255,0.9141976288077729,0.273972602739726,0.5068493150684932,0.1568832663263381,0.0016359679748297051,0.4743265993265993,0.9560366504674602,0.006193334702680686,0.9999729381360436
blend0.85_delta0_pr0.7_scale1,0.85,0.0,0.7,1.0,113,0.9792915352391813,0.0019279785634925828,0.9143285677910121,0.273972602739726,0.5068493150684932,0.1568832663263381,0.0016359679748297051,0.4743265993265993,0.9559026769643278,0.006059361199548308,0.9999743165484619
blend0.85_delta0.0025_pr0.7_scale1,0.85,0.0025,0.7,1.0,94,0.9792915352391813,0.0019279785634925828,0.9142861104229847,0.273972602739726,0.5068493150684932,0.1568832663263381,0.0016359679748297051,0.4743265993265993,0.9559026769643278,0.006059361199548308,0.9999743259633325
blend0.7_delta0_pr0_scale1.25,0.7,0.0,0.0,1.25,323,0.9792915352391813,0.0019279785634925828,0.9149332113383954,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9559026769643278,0.006059361199548308,0.9999199147813391
blend0.7_delta0.0025_pr0_scale1.25,0.7,0.0025,0.0,1.25,285,0.9792915352391813,0.0019279785634925828,0.9149027202746359,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9559026769643278,0.006059361199548308,0.9999199250283927
blend0.7_delta0_pr0.25_scale1.25,0.7,0.0,0.25,1.25,276,0.9792915352391813,0.0019279785634925828,0.9149334414596314,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9559026769643278,0.006059361199548308,0.99992187046052
blend0.7_delta0.0025_pr0.25_scale1.25,0.7,0.0025,0.25,1.25,243,0.9792915352391813,0.0019279785634925828,0.9149029503958718,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9559026769643278,0.006059361199548308,0.9999218799267597
blend0.7_delta0_pr0.5_scale1.25,0.7,0.0,0.5,1.25,197,0.9792915352391813,0.0019279785634925828,0.914934477005193,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9559026769643278,0.006059361199548308,0.9999301732833944
blend0.7_delta0.0025_pr0.5_scale1.25,0.7,0.0025,0.5,1.25,174,0.9792915352391813,0.0019279785634925828,0.9149036407595795,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9559026769643278,0.006059361199548308,0.9999301805814823
blend0.85_delta0.005_pr0.7_scale1,0.85,0.005,0.7,1.0,78,0.9792361303636831,0.0018725736879943167,0.9141914155344031,0.273972602739726,0.5068493150684932,0.1568832663263381,0.0016359679748297051,0.4743265993265993,0.9557285473556189,0.005885231590839313,0.9999743771883209
blend0.85_delta0.01_pr0.7_scale1,0.85,0.01,0.7,1.0,62,0.9792361303636831,0.0018725736879943167,0.914118697223852,0.273972602739726,0.5068493150684932,0.1568832663263381,0.0016359679748297051,0.4743265993265993,0.9557285473556189,0.005885231590839313,0.9999745976664122
blend0.7_delta0.005_pr0_scale1.25,0.7,0.005,0.0,1.25,253,0.9792261800336391,0.0018626233579503992,0.9148522661936601,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9556972748897667,0.005853959124987207,0.9999199832868642
blend0.7_delta0.005_pr0.25_scale1.25,0.7,0.005,0.25,1.25,215,0.9792261800336391,0.0018626233579503992,0.914852611375514,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9556972748897667,0.005853959124987207,0.999921931213674
blend0.7_delta0.005_pr0.5_scale1.25,0.7,0.005,0.5,1.25,156,0.9792261800336391,0.0018626233579503992,0.9148529565573679,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9556972748897667,0.005853959124987207,0.9999302129645891
blend0.7_delta0.01_pr0_scale1.25,0.7,0.01,0.0,1.25,198,0.9792034527609119,0.0018398960852231694,0.9146957837532337,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9556258463183382,0.005782530553558707,0.999920401463069
blend0.7_delta0.01_pr0.25_scale1.25,0.7,0.01,0.25,1.25,172,0.9792034527609119,0.0018398960852231694,0.9146961289350876,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9556258463183382,0.005782530553558707,0.9999222526534475
blend0.7_delta0.01_pr0.5_scale1.25,0.7,0.01,0.5,1.25,129,0.9792034527609119,0.0018398960852231694,0.9146964741169414,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9556258463183382,0.005782530553558707,0.9999304323411434
blend1_delta0_pr0.7_scale0.75,1.0,0.0,0.7,0.75,113,0.9791935024308682,0.001829945755179474,0.9141467720146343,0.273972602739726,0.5068493150684932,0.15407149902942466,-0.001175799322083726,0.4743265993265993,0.9555945738524863,0.005751258087706712,0.9999800041772862
blend0.7_delta0_pr0.7_scale1,0.7,0.0,0.7,1.0,113,0.9791608248280972,0.0017972681524084377,0.9140562193082993,0.273972602739726,0.5068493150684932,0.15407149902942466,-0.001175799322083726,0.4743265993265993,0.9554918728152059,0.005648557050426328,0.9999825813992567
blend0.7_delta0.0025_pr0.7_scale1,0.7,0.0025,0.7,1.0,94,0.9791608248280972,0.0017972681524084377,0.9140227366684728,0.273972602739726,0.5068493150684932,0.15407149902942466,-0.001175799322083726,0.4743265993265993,0.9554918728152059,0.005648557050426328,0.9999825878102572
blend1_delta0.0025_pr0.7_scale0.75,1.0,0.0025,0.7,0.75,90,0.9791608248280972,0.0017972681524084377,0.9140960302821137,0.273972602739726,0.5068493150684932,0.15407149902942466,-0.001175799322083726,0.4743265993265993,0.9554918728152059,0.005648557050426328,0.9999800164577222
blend1_delta0.01_pr0.7_scale0.75,1.0,0.01,0.7,0.75,51,0.9791608248280972,0.0017972681524084377,0.9139333345683173,0.273972602739726,0.5068493150684932,0.15407149902942466,-0.001175799322083726,0.4743265993265993,0.9554918728152059,0.005648557050426328,0.9999804912506998
blend0.85_delta0_pr0_scale1,0.85,0.0,0.0,1.0,323,0.9791608248280972,0.0017972681524084377,0.9148732647564379,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9554918728152059,0.005648557050426328,0.9999244275490855
blend0.85_delta0.0025_pr0_scale1,0.85,0.0025,0.0,1.0,278,0.9791608248280972,0.0017972681524084377,0.9148273555698716,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9554918728152059,0.005648557050426328,0.9999244437805029
blend0.85_delta0_pr0.25_scale1,0.85,0.0,0.25,1.0,276,0.9791608248280972,0.0017972681524084377,0.9148734948776739,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9554918728152059,0.005648557050426328,0.9999262728110474
blend0.85_delta0.0025_pr0.25_scale1,0.85,0.0025,0.25,1.0,237,0.9791608248280972,0.0017972681524084377,0.9148275856911076,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9554918728152059,0.005648557050426328,0.9999262875508285
blend0.85_delta0_pr0.5_scale1,0.85,0.0,0.5,1.0,197,0.9791608248280972,0.0017972681524084377,0.9148747605444715,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9554918728152059,0.005648557050426328,0.9999341072373753
blend0.85_delta0.0025_pr0.5_scale1,0.85,0.0025,0.5,1.0,169,0.9791608248280972,0.0017972681524084377,0.9148285061760513,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9554918728152059,0.005648557050426328,0.9999341191577151
blend1_delta0.005_pr0.7_scale0.75,1.0,0.005,0.7,0.75,77,0.97913809755537,0.0017745408796812079,0.914027684275045,0.273972602739726,0.5068493150684932,0.15407149902942466,-0.001175799322083726,0.4743265993265993,0.9554204442437773,0.005577128478997717,0.9999800564930852
blend0.7_delta0.005_pr0.7_scale1,0.7,0.005,0.7,1.0,78,0.9791054199525988,0.0017418632769100606,0.913946106296911,0.273972602739726,0.5068493150684932,0.15407149902942466,-0.001175799322083726,0.4743265993265993,0.9553177432064969,0.005474427441717333,0.9999826226066405
blend0.7_delta0.01_pr0.7_scale1,0.7,0.01,0.7,1.0,62,0.9791054199525988,0.0017418632769100606,0.9138833982601223,0.273972602739726,0.5068493150684932,0.15407149902942466,-0.001175799322083726,0.4743265993265993,0.9553177432064969,0.005474427441717333,0.9999827722312569
blend0.85_delta0.005_pr0_scale1,0.85,0.005,0.0,1.0,232,0.9790727423498278,0.0017091856741390243,0.9147305320598578,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9552150421692164,0.0053717264044368385,0.9999245772864338
blend0.85_delta0.005_pr0.25_scale1,0.85,0.005,0.25,1.0,196,0.9790727423498278,0.0017091856741390243,0.9147308772417116,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9552150421692164,0.0053717264044368385,0.9999264063820914
blend0.85_delta0.01_pr0_scale1,0.85,0.01,0.0,1.0,172,0.9790727423498278,0.0017091856741390243,0.9145823339839244,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9552150421692164,0.0053717264044368385,0.9999253178833069
blend0.85_delta0.01_pr0.25_scale1,0.85,0.01,0.25,1.0,152,0.9790727423498278,0.0017091856741390243,0.9145825641051604,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9552150421692164,0.0053717264044368385,0.9999269709115708
blend0.85_delta0.005_pr0.5_scale1,0.85,0.005,0.5,1.0,144,0.9790727423498278,0.0017091856741390243,0.9147314525448015,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9552150421692164,0.0053717264044368385,0.9999341917383728
blend0.85_delta0.01_pr0.5_scale1,0.85,0.01,0.5,1.0,116,0.9790727423498278,0.0017091856741390243,0.9145827942263962,0.273972602739726,0.5068493150684932,0.15785177301837225,0.002604474666863865,0.4743265993265993,0.9552150421692164,0.0053717264044368385,0.9999345696425758
blend1_delta0_pr0_scale0.75,1.0,0.0,0.0,0.75,323,0.9790627920197839,0.001699235344095107,0.914627380215856,0.273972602739726,0.5068493150684932,0.155020712272807,-0.0002265860787013796,0.4743265993265993,0.9551837697033644,0.005340453938584844,0.9999411691780861
blend1_delta0_pr0.25_scale0.75,1.0,0.0,0.25,0.75,276,0.9790627920197839,0.001699235344095107,0.9146278404583279,0.273972602739726,0.5068493150684932,0.155020712272807,-0.0002265860787013796,0.4743265993265993,0.9551837697033644,0.005340453938584844,0.9999426049837259
blend1_delta0_pr0.5_scale0.75,1.0,0.0,0.5,0.75,197,0.9790627920197839,0.001699235344095107,0.9146289910645075,0.273972602739726,0.5068493150684932,0.155020712272807,-0.0002265860787013796,0.4743265993265993,0.9551837697033644,0.005340453938584844,0.9999487021636558
blend1_delta0.0025_pr0_scale0.75,1.0,0.0025,0.0,0.75,264,0.9790301144170129,0.0016665577413241817,0.9145711731039823,0.273972602739726,0.5068493150684932,0.155020712272807,-0.0002265860787013796,0.4743265993265993,0.955081068666084,0.00523775290130446,0.9999411982213462
blend1_delta0.0025_pr0.25_scale0.75,1.0,0.0025,0.25,0.75,224,0.9790301144170129,0.0016665577413241817,0.914571748407072,0.273972602739726,0.5068493150684932,0.155020712272807,-0.0002265860787013796,0.4743265993265993,0.955081068666084,0.00523775290130446,0.9999426321263581
blend1_delta0.0025_pr0.5_scale0.75,1.0,0.0025,0.5,0.75,161,0.9790301144170129,0.0016665577413241817,0.9145723237101618,0.273972602739726,0.5068493150684932,0.155020712272807,-0.0002265860787013796,0.4743265993265993,0.955081068666084,0.00523775290130446,0.9999487210172633
blend1_delta0.01_pr0_scale0.75,1.0,0.01,0.0,0.75,148,0.9790301144170129,0.0016665577413241817,0.9143424325954764,0.273972602739726,0.5068493150684932,0.155020712272807,-0.0002265860787013796,0.4743265993265993,0.955081068666084,0.00523775290130446,0.9999424070293615
blend1_delta0.01_pr0.25_scale0.75,1.0,0.01,0.25,0.75,134,0.9790301144170129,0.0016665577413241817,0.9143424325954764,0.273972602739726,0.5068493150684932,0.155020712272807,-0.0002265860787013796,0.4743265993265993,0.955081068666084,0.00523775290130446,0.9999435680904104
blend1_delta0.01_pr0.5_scale0.75,1.0,0.01,0.5,0.75,103,0.9790301144170129,0.0016665577413241817,0.9143425476560944,0.273972602739726,0.5068493150684932,0.155020712272807,-0.0002265860787013796,0.4743265993265993,0.955081068666084,0.00523775290130446,0.9999493766577259
blend1_delta0.005_pr0_scale0.75,1.0,0.005,0.0,0.75,216,0.9790073871442857,0.0016438304685969518,0.9144927017625331,0.273972602739726,0.5068493150684932,0.155020712272807,-0.0002265860787013796,0.4743265993265993,0.9550096400946554,0.005166324329875849,0.9999413674412332
blend1_delta0.005_pr0.25_scale0.75,1.0,0.005,0.25,0.75,186,0.9790073871442857,0.0016438304685969518,0.9144931620050049,0.273972602739726,0.5068493150684932,0.155020712272807,-0.0002265860787013796,0.4743265993265993,0.9550096400946554,0.005166324329875849,0.9999427599402018
