candidate,blend,min_delta,min_prior_rank,delta_scale,active_cells,macro_auc,macro_gain,micro_auc,top1_hit,top5_hit,fold_std,fold_std_delta,fold_min,weak_followup_auc,weak_followup_gain,corr_vs_anchor
blend0.5_delta0.0025_pr0_scale0.75,0.5,0.0025,0.0,0.75,264,0.9782131743477364,0.000849617672047609,0.9136967124074812,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999853055172616
blend0.35_delta0.005_pr0_scale1.25,0.35,0.005,0.0,1.25,253,0.9782131743477364,0.000849617672047609,0.9138458309683583,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999800050483642
blend0.5_delta0.0025_pr0.25_scale0.75,0.5,0.0025,0.25,0.75,224,0.9782131743477364,0.000849617672047609,0.9136968274680991,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999856632174368
blend0.5_delta0.005_pr0_scale0.75,0.5,0.005,0.0,0.75,216,0.9782131743477364,0.000849617672047609,0.9136570164942848,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999853478071875
blend0.35_delta0.005_pr0.25_scale1.25,0.35,0.005,0.25,1.25,215,0.9782131743477364,0.000849617672047609,0.9138459460289762,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999804908246335
blend0.35_delta0.01_pr0_scale1.25,0.35,0.01,0.0,1.25,198,0.9782131743477364,0.000849617672047609,0.9137660939601114,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999801096213459
blend0.5_delta0.005_pr0.25_scale0.75,0.5,0.005,0.25,0.75,186,0.9782131743477364,0.000849617672047609,0.9136570164942848,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999856951898205
blend0.35_delta0.01_pr0.25_scale1.25,0.35,0.01,0.25,1.25,172,0.9782131743477364,0.000849617672047609,0.9137662090207295,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.999980571308086
blend0.5_delta0.0025_pr0.5_scale0.75,0.5,0.0025,0.5,0.75,161,0.9782131743477364,0.000849617672047609,0.9136969425287171,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999871832174853
blend0.35_delta0.005_pr0.5_scale1.25,0.35,0.005,0.5,1.25,156,0.9782131743477364,0.000849617672047609,0.9138461761502121,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999825577837114
blend0.5_delta0.01_pr0_scale0.75,0.5,0.01,0.0,0.75,148,0.9782131743477364,0.000849617672047609,0.9135809614258128,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999856078540992
blend0.5_delta0.005_pr0.5_scale0.75,0.5,0.005,0.5,0.75,141,0.9782131743477364,0.000849617672047609,0.9136571315549027,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999871988610649
blend0.5_delta0.01_pr0.25_scale0.75,0.5,0.01,0.25,0.75,134,0.9782131743477364,0.000849617672047609,0.9135809614258128,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999858975264518
blend0.35_delta0.01_pr0.5_scale1.25,0.35,0.01,0.5,1.25,129,0.9782131743477364,0.000849617672047609,0.9137664391419653,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999826128522947
blend0.5_delta0.01_pr0.5_scale0.75,0.5,0.01,0.5,0.75,103,0.9782131743477364,0.000849617672047609,0.9135809614258128,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.952513542734072,0.002670226969292422,0.9999873475620161
blend0.35_delta0.0025_pr0_scale0.75,0.35,0.0025,0.0,0.75,264,0.9780824639366521,0.0007189072609633529,0.9134372507139799,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9521027385849502,0.0022594228201706645,0.9999928006414336
blend0.35_delta0.0025_pr0.25_scale0.75,0.35,0.0025,0.25,0.75,224,0.9780824639366521,0.0007189072609633529,0.9134372507139799,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9521027385849502,0.0022594228201706645,0.9999929757975334
blend0.35_delta0.005_pr0_scale0.75,0.35,0.005,0.0,0.75,216,0.9780824639366521,0.0007189072609633529,0.9134099813475233,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9521027385849502,0.0022594228201706645,0.9999928213609307
blend0.35_delta0.005_pr0.25_scale0.75,0.35,0.005,0.25,0.75,186,0.9780824639366521,0.0007189072609633529,0.9134099813475233,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9521027385849502,0.0022594228201706645,0.9999929914665192
blend0.35_delta0.0025_pr0.5_scale0.75,0.35,0.0025,0.5,0.75,161,0.9780824639366521,0.0007189072609633529,0.9134374808352158,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9521027385849502,0.0022594228201706645,0.9999937202591541
blend0.35_delta0.01_pr0_scale0.75,0.35,0.01,0.0,0.75,148,0.9780824639366521,0.0007189072609633529,0.9133571685238793,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9521027385849502,0.0022594228201706645,0.9999929488037603
blend0.35_delta0.005_pr0.5_scale0.75,0.35,0.005,0.5,0.75,141,0.9780824639366521,0.0007189072609633529,0.9134102114687591,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9521027385849502,0.0022594228201706645,0.9999937279370442
blend0.35_delta0.01_pr0.25_scale0.75,0.35,0.01,0.25,0.75,134,0.9780824639366521,0.0007189072609633529,0.9133571685238793,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9521027385849502,0.0022594228201706645,0.9999930906537493
blend0.35_delta0.01_pr0.5_scale0.75,0.35,0.01,0.5,0.75,103,0.9780824639366521,0.0007189072609633529,0.9133572835844972,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9521027385849502,0.0022594228201706645,0.9999938008506012
blend0.35_delta0.0025_pr0.7_scale0.75,0.35,0.0025,0.7,0.75,90,0.9780824639366521,0.0007189072609633529,0.913270355287628,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9521027385849502,0.0022594228201706645,0.9999975520345513
blend0.35_delta0.005_pr0.7_scale0.75,0.35,0.005,0.7,0.75,77,0.9780824639366521,0.0007189072609633529,0.913246652800328,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9521027385849502,0.0022594228201706645,0.9999975569625575
blend0.35_delta0.01_pr0.7_scale0.75,0.35,0.01,0.7,0.75,51,0.9780824639366521,0.0007189072609633529,0.9132130550998836,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9521027385849502,0.0022594228201706645,0.9999976103034015
blend0.35_delta0_pr0_scale0.75,0.35,0.0,0.0,0.75,323,0.9780577065589536,0.0006941498832648829,0.9134564083068704,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9520249296836117,0.0021816139188322037,0.9999927970468512
blend0.35_delta0_pr0.25_scale0.75,0.35,0.0,0.25,0.75,276,0.9780577065589536,0.0006941498832648829,0.9134564083068704,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9520249296836117,0.0021816139188322037,0.9999929724299091
blend0.35_delta0_pr0.5_scale0.75,0.35,0.0,0.5,0.75,197,0.9780577065589536,0.0006941498832648829,0.9134566384281063,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9520249296836117,0.0021816139188322037,0.9999937179075172
blend0.35_delta0_pr0.7_scale0.75,0.35,0.0,0.7,0.75,113,0.9780577065589536,0.0006941498832648829,0.9132871541378502,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9520249296836117,0.0021816139188322037,0.9999975505157153
blend0.35_delta0_pr0.85_scale0.75,0.35,0.0,0.85,0.75,54,0.9773635566756887,0.0,0.9129184999179043,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999988501969224
blend0.35_delta0_pr0.85_scale1,0.35,0.0,0.85,1.0,54,0.9773635566756887,0.0,0.9129480704967201,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999979558919745
blend0.35_delta0_pr0.85_scale1.25,0.35,0.0,0.85,1.25,54,0.9773635566756887,0.0,0.9129797121666593,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999968060610853
blend0.5_delta0_pr0.85_scale0.75,0.5,0.0,0.85,0.75,54,0.9773635566756887,0.0,0.912957505467393,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999976534431028
blend0.5_delta0_pr0.85_scale1,0.5,0.0,0.85,1.0,54,0.9773635566756887,0.0,0.9130005381385102,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999958283068846
blend0.7_delta0_pr0.85_scale0.75,0.7,0.0,0.85,0.75,54,0.9773635566756887,0.0,0.913009742987947,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.999995400700744
blend0.35_delta0.0025_pr0.85_scale1.25,0.35,0.0025,0.85,1.25,49,0.9773635566756887,0.0,0.9129754549237947,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999968064661552
blend0.35_delta0.0025_pr0.85_scale1,0.35,0.0025,0.85,1.0,47,0.9773635566756887,0.0,0.9129410517990245,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999979564935761
blend0.5_delta0.0025_pr0.85_scale1,0.5,0.0025,0.85,1.0,47,0.9773635566756887,0.0,0.9129902977435117,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999958295327088
blend0.35_delta0.0025_pr0.85_scale0.75,0.35,0.0025,0.85,0.75,46,0.9773635566756887,0.0,0.9129134372507139,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999988507030294
blend0.5_delta0.0025_pr0.85_scale0.75,0.5,0.0025,0.85,0.75,46,0.9773635566756887,0.0,0.9129499114666075,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999976544749878
blend0.7_delta0.0025_pr0.85_scale0.75,0.7,0.0025,0.85,0.75,46,0.9773635566756887,0.0,0.9129990423504767,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999954027206511
blend0.35_delta0.005_pr0.85_scale1.25,0.35,0.005,0.85,1.25,45,0.9773635566756887,0.0,0.9129715428627841,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999968081851122
blend0.35_delta0.005_pr0.85_scale0.75,0.35,0.005,0.85,0.75,39,0.9773635566756887,0.0,0.9129004354008844,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.99999885333026
blend0.35_delta0.005_pr0.85_scale1,0.35,0.005,0.85,1.0,39,0.9773635566756887,0.0,0.9129236776457125,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999979614598304
blend0.5_delta0.005_pr0.85_scale0.75,0.5,0.005,0.85,0.75,39,0.9773635566756887,0.0,0.912930926464644,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999976598339461
blend0.5_delta0.005_pr0.85_scale1,0.5,0.005,0.85,1.0,39,0.9773635566756887,0.0,0.9129645241650886,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999958396610087
blend0.7_delta0.005_pr0.85_scale0.75,0.7,0.005,0.85,0.75,39,0.9773635566756887,0.0,0.9129721181658739,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999954132170369
blend0.35_delta0.01_pr0.85_scale1.25,0.35,0.01,0.85,1.25,37,0.9773635566756887,0.0,0.912939671071609,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.999996820350189
blend0.35_delta0.01_pr0.85_scale1,0.35,0.01,0.85,1.0,34,0.9773635566756887,0.0,0.9129173493117246,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999979738873187
blend0.5_delta0.01_pr0.85_scale1,0.5,0.01,0.85,1.0,34,0.9773635566756887,0.0,0.9129548590731799,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.999995865016798
blend0.35_delta0.01_pr0.85_scale0.75,0.35,0.01,0.85,0.75,30,0.9773635566756887,0.0,0.9128844419749879,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999988735687975
blend0.5_delta0.01_pr0.85_scale0.75,0.5,0.01,0.85,0.75,30,0.9773635566756887,0.0,0.9129076842198159,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.9999977011327501
blend0.7_delta0.01_pr0.85_scale0.75,0.7,0.01,0.85,0.75,30,0.9773635566756887,0.0,0.9129384054048114,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9498433157647795,0.0,0.999995494151206
blend0.5_delta0_pr0.85_scale1.25,0.5,0.0,0.85,1.25,54,0.9773308790729177,-3.267760277103626e-05,0.9130409244154144,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999934816777147
blend0.7_delta0_pr0.85_scale1,0.7,0.0,0.85,1.0,54,0.9773308790729177,-3.267760277103626e-05,0.9130660076301298,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999918233806137
blend0.7_delta0_pr0.85_scale1.25,0.7,0.0,0.85,1.25,54,0.9773308790729177,-3.267760277103626e-05,0.9131242283028179,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999872239152713
blend0.85_delta0_pr0.85_scale0.75,0.85,0.0,0.85,0.75,54,0.9773308790729177,-3.267760277103626e-05,0.9130456419007508,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999932183323987
blend0.85_delta0_pr0.85_scale1,0.85,0.0,0.85,1.0,54,0.9773308790729177,-3.267760277103626e-05,0.9131172096051223,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999879435624308
blend1_delta0_pr0.85_scale0.75,1.0,0.0,0.85,0.75,54,0.9773308790729177,-3.267760277103626e-05,0.9130814257529365,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.999990613548669
blend0.5_delta0.0025_pr0.85_scale1.25,0.5,0.0025,0.85,1.25,49,0.9773308790729177,-3.267760277103626e-05,0.9130347111420445,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999934825029011
blend0.7_delta0.0025_pr0.85_scale1.25,0.7,0.0025,0.85,1.25,49,0.9773308790729177,-3.267760277103626e-05,0.9131143330896733,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999872255287411
blend0.7_delta0.0025_pr0.85_scale1,0.7,0.0025,0.85,1.0,47,0.9773308790729177,-3.267760277103626e-05,0.9130512798710309,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.999991825778166
blend0.85_delta0.0025_pr0.85_scale1,0.85,0.0025,0.85,1.0,47,0.9773308790729177,-3.267760277103626e-05,0.9130984547243948,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.99998794709199
blend0.85_delta0.0025_pr0.85_scale0.75,0.85,0.0025,0.85,0.75,46,0.9773308790729177,-3.267760277103626e-05,0.9130321798084494,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999932213078663
blend1_delta0.0025_pr0.85_scale0.75,1.0,0.0025,0.85,0.75,46,0.9773308790729177,-3.267760277103626e-05,0.913065317266422,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999906176629952
blend0.5_delta0.005_pr0.85_scale1.25,0.5,0.005,0.85,1.25,45,0.9773308790729177,-3.267760277103626e-05,0.9130283828080566,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999934860060559
blend0.7_delta0.005_pr0.85_scale1.25,0.7,0.005,0.85,1.25,45,0.9773308790729177,-3.267760277103626e-05,0.9131060487251801,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.999987232382024
blend0.7_delta0.005_pr0.85_scale1,0.7,0.005,0.85,1.0,39,0.9773308790729177,-3.267760277103626e-05,0.9130160713219349,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999918456114976
blend0.85_delta0.005_pr0.85_scale0.75,0.85,0.005,0.85,0.75,39,0.9773308790729177,-3.267760277103626e-05,0.9129995025929486,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999932367767245
blend0.85_delta0.005_pr0.85_scale1,0.85,0.005,0.85,1.0,39,0.9773308790729177,-3.267760277103626e-05,0.9130550768714235,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999879763159031
blend1_delta0.005_pr0.85_scale0.75,1.0,0.005,0.85,0.75,39,0.9773308790729177,-3.267760277103626e-05,0.9130272322018771,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999906390621435
blend0.5_delta0.01_pr0.85_scale1.25,0.5,0.01,0.85,1.25,37,0.9773308790729177,-3.267760277103626e-05,0.9129837392882879,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999935108177785
blend0.7_delta0.01_pr0.85_scale1.25,0.7,0.01,0.85,1.25,37,0.9773308790729177,-3.267760277103626e-05,0.9130446063551891,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999872809736251
blend0.7_delta0.01_pr0.85_scale1,0.7,0.01,0.85,1.0,34,0.9773308790729177,-3.267760277103626e-05,0.9130026092296335,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999918952918574
blend0.85_delta0.01_pr0.85_scale1,0.85,0.01,0.85,1.0,34,0.9773308790729177,-3.267760277103626e-05,0.9130401189910887,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999880495501073
blend0.85_delta0.01_pr0.85_scale0.75,0.85,0.01,0.85,0.75,30,0.9773308790729177,-3.267760277103626e-05,0.9129601518616061,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999933561004545
blend1_delta0.01_pr0.85_scale0.75,1.0,0.01,0.85,0.75,30,0.9773308790729177,-3.267760277103626e-05,0.9129810928940748,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9497406147274992,-0.00010270103728038382,0.9999908041980616
blend0.85_delta0_pr0.85_scale1.25,0.85,0.0,0.85,1.25,54,0.9772982014701466,-6.535520554218355e-05,0.9131892375519657,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9496379136902187,-0.00020540207456087867,0.9999811616407429
blend1_delta0_pr0.85_scale1,1.0,0.0,0.85,1.0,54,0.9772982014701466,-6.535520554218355e-05,0.9131673760345531,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9496379136902187,-0.00020540207456087867,0.9999833127754908
blend0.85_delta0.0025_pr0.85_scale1.25,0.85,0.0025,0.85,1.25,49,0.9772982014701466,-6.535520554218355e-05,0.9131772712476978,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9496379136902187,-0.00020540207456087867,0.9999811640154714
blend1_delta0.0025_pr0.85_scale1,1.0,0.0025,0.85,1.0,47,0.9772982014701466,-6.535520554218355e-05,0.9131455145171407,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9496379136902187,-0.00020540207456087867,0.9999833176529193
blend0.85_delta0.005_pr0.85_scale1.25,0.85,0.005,0.85,1.25,45,0.9772982014701466,-6.535520554218355e-05,0.9131664555496095,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9496379136902187,-0.00020540207456087867,0.9999811741062609
blend1_delta0.005_pr0.85_scale1,1.0,0.005,0.85,1.0,39,0.9772982014701466,-6.535520554218355e-05,0.9130938522996763,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9496379136902187,-0.00020540207456087867,0.9999833580732863
blend0.85_delta0.01_pr0.85_scale1.25,0.85,0.01,0.85,1.25,37,0.9772982014701466,-6.535520554218355e-05,0.9130910908448453,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9496379136902187,-0.00020540207456087867,0.9999812457102406
blend1_delta0.01_pr0.85_scale1,1.0,0.01,0.85,1.0,34,0.9772982014701466,-6.535520554218355e-05,0.9130757877826565,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9496379136902187,-0.00020540207456087867,0.9999834594090139
blend1_delta0_pr0.85_scale1.25,1.0,0.0,0.85,1.25,54,0.9772328462646045,-0.00013071041108425607,0.9132536714980236,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9494325116156578,-0.00041080414912175733,0.9999739259809102
blend1_delta0.0025_pr0.85_scale1.25,1.0,0.0025,0.85,1.25,49,0.9772328462646045,-0.00013071041108425607,0.9132404395269582,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9494325116156578,-0.00041080414912175733,0.9999739292617419
blend1_delta0.005_pr0.85_scale1.25,1.0,0.005,0.85,1.25,45,0.9772328462646045,-0.00013071041108425607,0.9132274376771287,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9494325116156578,-0.00041080414912175733,0.9999739432083832
blend1_delta0.01_pr0.85_scale1.25,1.0,0.01,0.85,1.25,37,0.9772328462646045,-0.00013071041108425607,0.9131379205163552,0.273972602739726,0.5068493150684932,0.15524729835150838,0.0,0.4743265993265993,0.9494325116156578,-0.00041080414912175733,0.9999740422532092
