candidate,reference,pearson,spearman,mean_abs_diff,max_abs_diff
v123,v110,0.9999516014315775,0.9999556141764667,0.00020293337168803417,0.09269183999999998
v123,v114,0.9995455623017765,0.9995497230571622,0.0014880085957977207,0.11943300000000001
v123,v116,0.7650467162858575,0.7607677761857337,0.12887069216948005,0.87340008
v123,v120,0.9946812523162682,0.994710533566294,0.019333849111004272,0.13101002
v123,v121,0.9989247128092626,0.9987750175073697,0.0012562170961894583,0.22856484999999993
v123,v122,0.9990583536773033,0.9991147003107269,0.0012038198283475785,0.34378299999999995
