candidate,source,rows,cols,matches_sample_columns,matches_sample_row_order,duplicate_row_id,finite,min,max,mean,std
v123-rankcal-singlepass-tsubasa,birdclef-2026/outputs/v123-rankcal-singlepass-tsubasa-v1/submission.csv,120,235,True,False,False,True,0.011144416,0.9994699,0.5211374850189815,0.24236072128648714
