candidate,reference,pearson,spearman,mean_abs_diff,max_abs_diff
v122,v110,0.9991072776829456,0.9991592473056007,0.0010081504901353277,0.34378299999999995
v122,v114,0.9987381859156019,0.9988056364595657,0.0021648732787749284,0.38130534000000005
v122,v116,0.7666713651188353,0.7623620701611188,0.1283983059763889,0.87340008
v122,v119,0.7171555287944796,0.7119436595808931,0.1485948333010684,0.85729692
v122,v120,0.994204724598682,0.9943072744071412,0.019746153692414527,0.28625815
v122,v121,0.9985306313630584,0.9984290582198119,0.0017972672425569799,0.24640325
