candidate,reference,pearson,spearman,mean_abs_diff,max_abs_diff
v121,v110,0.9988685947604573,0.9987193546591885,0.0012437846142450144,0.22960929999999996
v121,v114,0.9984670948910908,0.9983198212188361,0.0024798045157051283,0.22960929999999996
v121,v116,0.7690614566234362,0.7651494999806401,0.1277841062198718,0.87340008
v121,v119,0.7186108572672484,0.7133639053843325,0.1482648576360755,0.85729692
v121,v120,0.9943789839362657,0.994352770584405,0.019665129468589743,0.14350579999999996
