name,formula,rows,classes,target_positives,scored_classes,macro_auc,micro_auc,top1_hit,top5_hit,min,max,mean,std
th0_sl0.08_diff_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91490842,0.21917808,0.52054795,0.01114442,0.99946959,0.52112945,0.24228076
th0_sl0.08_diff_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91493131,0.21917808,0.52054795,0.01114442,0.99946949,0.52112852,0.24226090
th0_sl0.08_diff_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91495674,0.21917808,0.52054795,0.01114442,0.99946938,0.52112759,0.24224174
th0_sl0.08_diff_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91498505,0.21917808,0.52054795,0.01114442,0.99946928,0.52112666,0.24222328
th0_sl0.08_diff_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91503096,0.21917808,0.52054795,0.01114442,0.99946907,0.52112481,0.24218848
th0_sl0.08_diff_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91509654,0.23287671,0.52054795,0.01114442,0.99946876,0.52112203,0.24214154
th0_sl0.08_diff_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91516385,0.23287671,0.52054795,0.01114442,0.99946834,0.52111832,0.24208880
th0_sl0.08_diff_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91523197,0.23287671,0.52054795,0.01114442,0.99946783,0.52111369,0.24203871
th0_sl0.08_eco_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91490082,0.21917808,0.52054795,0.01114442,0.99946920,0.52113148,0.24228943
th0_sl0.08_eco_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91494293,0.21917808,0.52054795,0.01114442,0.99946885,0.52113111,0.24226321
th0_sl0.08_eco_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91497676,0.21917808,0.52054795,0.01114442,0.99946850,0.52113074,0.24223789
th0_sl0.08_eco_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91500955,0.23287671,0.52054795,0.01114442,0.99946815,0.52113037,0.24221346
th0_sl0.08_eco_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91503878,0.23287671,0.52054795,0.01114442,0.99946780,0.52113000,0.24218993
th0_sl0.08_eco_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91509251,0.23287671,0.52054795,0.01114442,0.99946710,0.52112926,0.24214557
th0_sl0.08_eco_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91516235,0.23287671,0.52054795,0.01114442,0.99946604,0.52112814,0.24208574
th0_sl0.08_eco_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91525049,0.23287671,0.52054795,0.01114442,0.99946464,0.52112666,0.24201854
th0_sl0.08_eco_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91532574,0.23287671,0.52054795,0.01114442,0.99946289,0.52112480,0.24195475
th0_sl0.08_inv_eco_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91488391,0.21917808,0.52054795,0.01114442,0.99946922,0.52113227,0.24230106
th0_sl0.08_inv_eco_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91491221,0.21917808,0.52054795,0.01114442,0.99946888,0.52113229,0.24228017
th0_sl0.08_inv_eco_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91493315,0.21917808,0.52054795,0.01114442,0.99946854,0.52113231,0.24225985
th0_sl0.08_inv_eco_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91495755,0.23287671,0.52054795,0.01114442,0.99946820,0.52113234,0.24224010
th0_sl0.08_inv_eco_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91498551,0.23287671,0.52054795,0.01114442,0.99946787,0.52113236,0.24222093
th0_sl0.08_inv_eco_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91504246,0.23287671,0.52054795,0.01114442,0.99946719,0.52113240,0.24218428
th0_sl0.08_inv_eco_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91510206,0.23287671,0.52054795,0.01114442,0.99946617,0.52113247,0.24213360
th0_sl0.08_inv_eco_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91517881,0.23287671,0.52054795,0.01114442,0.99946481,0.52113255,0.24207401
th0_sl0.08_inv_eco_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91526269,0.23287671,0.52054795,0.01114442,0.99946312,0.52113266,0.24201239
th0_sl0.12_flat_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91495237,0.21917808,0.52054795,0.01114442,0.99946852,0.52113160,0.24225312
th0_sl0.12_flat_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91500840,0.23287671,0.52054795,0.01114442,0.99946783,0.52113129,0.24221116
th0_sl0.12_flat_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91506179,0.23287671,0.52054795,0.01114442,0.99946714,0.52113097,0.24217170
th0_sl0.12_flat_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91510678,0.23287671,0.52054795,0.01114442,0.99946645,0.52113066,0.24213476
th0_sl0.12_flat_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91514751,0.23287671,0.52054795,0.01114442,0.99946576,0.52113035,0.24210031
th0_sl0.12_flat_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91521770,0.23287671,0.52054795,0.01114442,0.99946438,0.52112972,0.24203896
th0_sl0.12_flat_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91530745,0.23287671,0.52054795,0.01114442,0.99946231,0.52112878,0.24196575
th0_sl0.12_flat_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91538971,0.23287671,0.52054795,0.01114442,0.99945956,0.52112753,0.24190331
th0_sl0.12_flat_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91542228,0.23287671,0.52054795,0.01114442,0.99945611,0.52112597,0.24188183
th0_sl0.12_entropy_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91490899,0.21917808,0.52054795,0.01114442,0.99946893,0.52113185,0.24228618
th0_sl0.12_entropy_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91495271,0.21917808,0.52054795,0.01114442,0.99946845,0.52113166,0.24225860
th0_sl0.12_entropy_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91498574,0.23287671,0.52054795,0.01114442,0.99946797,0.52113147,0.24223209
th0_sl0.12_entropy_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91502175,0.23287671,0.52054795,0.01114442,0.99946748,0.52113128,0.24220665
th0_sl0.12_entropy_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91505259,0.23287671,0.52054795,0.01114442,0.99946700,0.52113109,0.24218228
th0_sl0.12_entropy_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91511265,0.23287671,0.52054795,0.01114442,0.99946603,0.52113072,0.24213675
th0_sl0.12_entropy_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91517950,0.23287671,0.52054795,0.01114442,0.99946458,0.52113015,0.24207649
th0_sl0.12_entropy_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91525567,0.23287671,0.52054795,0.01114442,0.99946265,0.52112939,0.24201116
th0_sl0.12_entropy_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91531688,0.23287671,0.52054795,0.01114442,0.99946023,0.52112845,0.24195362
th0_sl0.12_diff_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91487689,0.21917808,0.52054795,0.01114442,0.99946969,0.52113059,0.24230400
th0_sl0.12_diff_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91490335,0.21917808,0.52054795,0.01114442,0.99946959,0.52112977,0.24228471
th0_sl0.12_diff_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91492429,0.21917808,0.52054795,0.01114442,0.99946949,0.52112895,0.24226607
th0_sl0.12_diff_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91494834,0.21917808,0.52054795,0.01114442,0.99946938,0.52112813,0.24224809
th0_sl0.12_diff_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91497561,0.21917808,0.52054795,0.01114442,0.99946928,0.52112731,0.24223076
th0_sl0.12_diff_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91501807,0.21917808,0.52054795,0.01114442,0.99946907,0.52112567,0.24219805
th0_sl0.12_diff_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91507813,0.23287671,0.52054795,0.01114442,0.99946876,0.52112321,0.24215389
th0_sl0.12_diff_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91513589,0.23287671,0.52054795,0.01114442,0.99946834,0.52111994,0.24210417
th0_sl0.12_diff_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91520424,0.23287671,0.52054795,0.01114442,0.99946783,0.52111584,0.24205674
th0_sl0.12_eco_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91489702,0.21917808,0.52054795,0.01114442,0.99946920,0.52113141,0.24229225
th0_sl0.12_eco_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91493879,0.21917808,0.52054795,0.01114442,0.99946885,0.52113100,0.24226736
th0_sl0.12_eco_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91497285,0.21917808,0.52054795,0.01114442,0.99946850,0.52113059,0.24224331
th0_sl0.12_eco_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91500311,0.23287671,0.52054795,0.01114442,0.99946815,0.52113018,0.24222010
th0_sl0.12_eco_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91503026,0.23287671,0.52054795,0.01114442,0.99946780,0.52112977,0.24219772
th0_sl0.12_eco_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91508296,0.23287671,0.52054795,0.01114442,0.99946710,0.52112895,0.24215550
th0_sl0.12_eco_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91515027,0.23287671,0.52054795,0.01114442,0.99946604,0.52112772,0.24209846
th0_sl0.12_eco_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91522828,0.23287671,0.52054795,0.01114442,0.99946464,0.52112608,0.24203418
th0_sl0.12_eco_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91530054,0.23287671,0.52054795,0.01114442,0.99946289,0.52112404,0.24197277
th0_sl0.12_inv_eco_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91488011,0.21917808,0.52054795,0.01114442,0.99946922,0.52113242,0.24230316
th0_sl0.12_inv_eco_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91490922,0.21917808,0.52054795,0.01114442,0.99946888,0.52113252,0.24228328
th0_sl0.12_inv_eco_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91492901,0.21917808,0.52054795,0.01114442,0.99946854,0.52113261,0.24226394
th0_sl0.12_inv_eco_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91495041,0.23287671,0.52054795,0.01114442,0.99946820,0.52113271,0.24224513
th0_sl0.12_inv_eco_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91497653,0.23287671,0.52054795,0.01114442,0.99946787,0.52113281,0.24222686
th0_sl0.12_inv_eco_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91503211,0.23287671,0.52054795,0.01114442,0.99946719,0.52113300,0.24219194
th0_sl0.12_inv_eco_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91508964,0.23287671,0.52054795,0.01114442,0.99946617,0.52113329,0.24214361
th0_sl0.12_inv_eco_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91515683,0.23287671,0.52054795,0.01114442,0.99946481,0.52113368,0.24208672
th0_sl0.12_inv_eco_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91523519,0.23287671,0.52054795,0.01114442,0.99946312,0.52113416,0.24202776
th0_sl0.2_flat_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91492521,0.21917808,0.52054795,0.01114442,0.99946859,0.52113173,0.24227311
th0_sl0.2_flat_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91496836,0.23287671,0.52054795,0.01114442,0.99946794,0.52113148,0.24223971
th0_sl0.2_flat_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91501565,0.23287671,0.52054795,0.01114442,0.99946729,0.52113124,0.24220786
th0_sl0.2_flat_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91505892,0.23287671,0.52054795,0.01114442,0.99946663,0.52113099,0.24217755
th0_sl0.2_flat_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91509240,0.23287671,0.52054795,0.01114442,0.99946598,0.52113074,0.24214878
th0_sl0.2_flat_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91515798,0.23287671,0.52054795,0.01114442,0.99946467,0.52113025,0.24209590
th0_sl0.2_flat_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91523013,0.23287671,0.52054795,0.01114442,0.99946271,0.52112950,0.24202817
th0_sl0.2_flat_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91531124,0.23287671,0.52054795,0.01114442,0.99946010,0.52112851,0.24195955
th0_sl0.2_flat_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91537326,0.23287671,0.52054795,0.01114442,0.99945684,0.52112727,0.24190865
th0_sl0.2_entropy_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91488840,0.21917808,0.52054795,0.01114442,0.99946898,0.52113168,0.24229918
th0_sl0.2_entropy_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91492280,0.21917808,0.52054795,0.01114442,0.99946853,0.52113141,0.24227748
th0_sl0.2_entropy_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91495386,0.23287671,0.52054795,0.01114442,0.99946807,0.52113114,0.24225644
th0_sl0.2_entropy_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91498378,0.23287671,0.52054795,0.01114442,0.99946761,0.52113087,0.24223606
th0_sl0.2_entropy_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91501093,0.23287671,0.52054795,0.01114442,0.99946715,0.52113059,0.24221634
th0_sl0.2_entropy_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91506248,0.23287671,0.52054795,0.01114442,0.99946624,0.52113005,0.24217887
th0_sl0.2_entropy_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91512404,0.23287671,0.52054795,0.01114442,0.99946486,0.52112923,0.24212761
th0_sl0.2_entropy_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91519400,0.23287671,0.52054795,0.01114442,0.99946303,0.52112815,0.24206851
th0_sl0.2_entropy_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91526096,0.23287671,0.52054795,0.01114442,0.99946074,0.52112679,0.24200947
th0_sl0.2_diff_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91486032,0.21917808,0.52054795,0.01114442,0.99946970,0.52113133,0.24231335
th0_sl0.2_diff_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91488494,0.21917808,0.52054795,0.01114442,0.99946961,0.52113088,0.24229835
th0_sl0.2_diff_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91490370,0.21917808,0.52054795,0.01114442,0.99946951,0.52113043,0.24228374
th0_sl0.2_diff_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91492096,0.21917808,0.52054795,0.01114442,0.99946941,0.52112998,0.24226952
th0_sl0.2_diff_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91493868,0.21917808,0.52054795,0.01114442,0.99946931,0.52112953,0.24225570
th0_sl0.2_diff_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91497734,0.21917808,0.52054795,0.01114442,0.99946911,0.52112863,0.24222925
th0_sl0.2_diff_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91502555,0.21917808,0.52054795,0.01114442,0.99946882,0.52112728,0.24219254
th0_sl0.2_diff_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91508216,0.23287671,0.52054795,0.01114442,0.99946843,0.52112548,0.24214912
th0_sl0.2_diff_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91513163,0.23287671,0.52054795,0.01114442,0.99946794,0.52112324,0.24210376
th0_sl0.2_eco_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91487885,0.21917808,0.52054795,0.01114442,0.99946924,0.52113156,0.24230403
th0_sl0.2_eco_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91491026,0.21917808,0.52054795,0.01114442,0.99946890,0.52113122,0.24228455
th0_sl0.2_eco_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91494098,0.21917808,0.52054795,0.01114442,0.99946857,0.52113089,0.24226558
th0_sl0.2_eco_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91496606,0.21917808,0.52054795,0.01114442,0.99946824,0.52113056,0.24224713
th0_sl0.2_eco_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91499080,0.23287671,0.52054795,0.01114442,0.99946791,0.52113022,0.24222918
th0_sl0.2_eco_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91503728,0.23287671,0.52054795,0.01114442,0.99946724,0.52112955,0.24219485
th0_sl0.2_eco_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91509815,0.23287671,0.52054795,0.01114442,0.99946625,0.52112855,0.24214721
th0_sl0.2_eco_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91516696,0.23287671,0.52054795,0.01114442,0.99946492,0.52112721,0.24209090
th0_sl0.2_eco_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91523231,0.23287671,0.52054795,0.01114442,0.99946326,0.52112554,0.24203211
th0_sl0.2_inv_eco_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91486297,0.21917808,0.52054795,0.01114442,0.99946926,0.52113240,0.24231224
th0_sl0.2_inv_eco_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91489035,0.21917808,0.52054795,0.01114442,0.99946894,0.52113249,0.24229659
th0_sl0.2_inv_eco_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91491267,0.21917808,0.52054795,0.01114442,0.99946862,0.52113257,0.24228127
th0_sl0.2_inv_eco_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91492809,0.21917808,0.52054795,0.01114442,0.99946829,0.52113266,0.24226629
