name,formula,rows,classes,target_positives,scored_classes,macro_auc,micro_auc,top1_hit,top5_hit,min,max,mean,std
v114,0.85*v110+0.15*v113,120,234,313,22,0.97920102,0.91572402,0.23287671,0.52054795,0.01114442,0.99946620,0.52111566,0.24191993
v110,baseline,120,234,313,22,0.97911204,0.91481637,0.21917808,0.52054795,0.01114442,0.99946990,0.52113223,0.24234455
th-0.05_sl0.04_flat_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91499235,0.21917808,0.52054795,0.01114442,0.99946852,0.52113105,0.24221965
th-0.05_sl0.04_flat_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91506714,0.23287671,0.52054795,0.01114442,0.99946783,0.52113046,0.24216339
th-0.05_sl0.04_flat_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91514665,0.23287671,0.52054795,0.01114442,0.99946714,0.52112987,0.24211124
th-0.05_sl0.04_flat_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91521546,0.23287671,0.52054795,0.01114442,0.99946645,0.52112928,0.24206323
th-0.05_sl0.04_flat_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91527402,0.23287671,0.52054795,0.01114442,0.99946576,0.52112869,0.24201934
th-0.05_sl0.04_flat_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91536147,0.23287671,0.52054795,0.01114442,0.99946438,0.52112752,0.24194396
th-0.05_sl0.04_flat_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91545513,0.23287671,0.52054795,0.01114442,0.99946231,0.52112575,0.24186192
th-0.05_sl0.04_flat_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91550667,0.23287671,0.52054795,0.01114442,0.99945956,0.52112340,0.24181047
th-0.05_sl0.04_flat_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91546180,0.23287671,0.52054795,0.01114442,0.99945611,0.52112046,0.24183935
th-0.05_sl0.04_entropy_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91492723,0.21917808,0.52054795,0.01114442,0.99946893,0.52113461,0.24226646
th-0.05_sl0.04_entropy_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91497970,0.21917808,0.52054795,0.01114442,0.99946845,0.52113581,0.24223006
th-0.05_sl0.04_entropy_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91501916,0.23287671,0.52054795,0.01114442,0.99946797,0.52113700,0.24219543
th-0.05_sl0.04_entropy_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91506542,0.23287671,0.52054795,0.01114442,0.99946748,0.52113820,0.24216256
th-0.05_sl0.04_entropy_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91510914,0.23287671,0.52054795,0.01114442,0.99946700,0.52113939,0.24213146
th-0.05_sl0.04_entropy_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91518485,0.23287671,0.52054795,0.01114442,0.99946603,0.52114178,0.24207456
th-0.05_sl0.04_entropy_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91526735,0.23287671,0.52054795,0.01114442,0.99946458,0.52114536,0.24200247
th-0.05_sl0.04_entropy_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91535226,0.23287671,0.52054795,0.01114442,0.99946265,0.52115014,0.24193112
th-0.05_sl0.04_entropy_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91539587,0.23287671,0.52054795,0.01114442,0.99946023,0.52115611,0.24188179
th-0.05_sl0.04_diff_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91490134,0.21917808,0.52054795,0.01114442,0.99946969,0.52112884,0.24228618
th-0.05_sl0.04_diff_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91494023,0.21917808,0.52054795,0.01114442,0.99946959,0.52112715,0.24225873
th-0.05_sl0.04_diff_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91497210,0.21917808,0.52054795,0.01114442,0.99946949,0.52112545,0.24223243
th-0.05_sl0.04_diff_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91501157,0.21917808,0.52054795,0.01114442,0.99946938,0.52112376,0.24220729
th-0.05_sl0.04_diff_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91505023,0.21917808,0.52054795,0.01114442,0.99946928,0.52112207,0.24218329
th-0.05_sl0.04_diff_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91511052,0.21917808,0.52054795,0.01114442,0.99946907,0.52111868,0.24213877
th-0.05_sl0.04_diff_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91519164,0.23287671,0.52054795,0.01114442,0.99946876,0.52111360,0.24208065
th-0.05_sl0.04_diff_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91526505,0.23287671,0.52054795,0.01114442,0.99946834,0.52110683,0.24201932
th-0.05_sl0.04_diff_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91532499,0.23287671,0.52054795,0.01114442,0.99946783,0.52109836,0.24196869
th-0.05_sl0.04_eco_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91491825,0.21917808,0.52054795,0.01114442,0.99946920,0.52113259,0.24227308
th-0.05_sl0.04_eco_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91496761,0.21917808,0.52054795,0.01114442,0.99946885,0.52113278,0.24223946
th-0.05_sl0.04_eco_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91501042,0.21917808,0.52054795,0.01114442,0.99946850,0.52113296,0.24220724
th-0.05_sl0.04_eco_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91505103,0.23287671,0.52054795,0.01114442,0.99946815,0.52113314,0.24217644
th-0.05_sl0.04_eco_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91509084,0.23287671,0.52054795,0.01114442,0.99946780,0.52113333,0.24214705
th-0.05_sl0.04_eco_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91516322,0.23287671,0.52054795,0.01114442,0.99946710,0.52113370,0.24209249
th-0.05_sl0.04_eco_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91525964,0.23287671,0.52054795,0.01114442,0.99946604,0.52113425,0.24202123
th-0.05_sl0.04_eco_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91534973,0.23287671,0.52054795,0.01114442,0.99946464,0.52113498,0.24194600
th-0.05_sl0.04_eco_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91541474,0.23287671,0.52054795,0.01114442,0.99946289,0.52113590,0.24188376
th-0.05_sl0.04_inv_eco_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91490261,0.21917808,0.52054795,0.01114442,0.99946922,0.52113068,0.24228742
th-0.05_sl0.04_inv_eco_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91494035,0.21917808,0.52054795,0.01114442,0.99946888,0.52112991,0.24226015
th-0.05_sl0.04_inv_eco_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91497038,0.21917808,0.52054795,0.01114442,0.99946854,0.52112914,0.24223373
th-0.05_sl0.04_inv_eco_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91500420,0.23287671,0.52054795,0.01114442,0.99946820,0.52112837,0.24220818
th-0.05_sl0.04_inv_eco_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91504022,0.23287671,0.52054795,0.01114442,0.99946787,0.52112759,0.24218349
th-0.05_sl0.04_inv_eco_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91511685,0.23287671,0.52054795,0.01114442,0.99946719,0.52112605,0.24213670
th-0.05_sl0.04_inv_eco_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91520671,0.23287671,0.52054795,0.01114442,0.99946617,0.52112373,0.24207297
th-0.05_sl0.04_inv_eco_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91529611,0.23287671,0.52054795,0.01114442,0.99946481,0.52112064,0.24200007
th-0.05_sl0.04_inv_eco_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91538839,0.23287671,0.52054795,0.01114442,0.99946312,0.52111678,0.24192838
th-0.05_sl0.08_flat_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91498706,0.21917808,0.52054795,0.01114442,0.99946852,0.52113114,0.24222433
th-0.05_sl0.08_flat_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91505874,0.23287671,0.52054795,0.01114442,0.99946783,0.52113059,0.24217027
th-0.05_sl0.08_flat_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91513123,0.23287671,0.52054795,0.01114442,0.99946714,0.52113005,0.24212025
th-0.05_sl0.08_flat_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91519716,0.23287671,0.52054795,0.01114442,0.99946645,0.52112950,0.24207426
th-0.05_sl0.08_flat_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91525319,0.23287671,0.52054795,0.01114442,0.99946576,0.52112896,0.24203232
th-0.05_sl0.08_flat_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91533938,0.23287671,0.52054795,0.01114442,0.99946438,0.52112787,0.24196058
th-0.05_sl0.08_flat_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91543016,0.23287671,0.52054795,0.01114442,0.99946231,0.52112623,0.24188332
th-0.05_sl0.08_flat_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91547526,0.23287671,0.52054795,0.01114442,0.99945956,0.52112405,0.24183703
th-0.05_sl0.08_flat_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91542510,0.23287671,0.52054795,0.01114442,0.99945611,0.52112133,0.24187038
th-0.05_sl0.08_entropy_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91492412,0.21917808,0.52054795,0.01114442,0.99946893,0.52113383,0.24226893
th-0.05_sl0.08_entropy_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91497486,0.21917808,0.52054795,0.01114442,0.99946845,0.52113463,0.24223373
th-0.05_sl0.08_entropy_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91501375,0.23287671,0.52054795,0.01114442,0.99946797,0.52113543,0.24220025
th-0.05_sl0.08_entropy_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91505840,0.23287671,0.52054795,0.01114442,0.99946748,0.52113623,0.24216851
th-0.05_sl0.08_entropy_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91510028,0.23287671,0.52054795,0.01114442,0.99946700,0.52113704,0.24213851
th-0.05_sl0.08_entropy_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91517242,0.23287671,0.52054795,0.01114442,0.99946603,0.52113864,0.24208370
th-0.05_sl0.08_entropy_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91525204,0.23287671,0.52054795,0.01114442,0.99946458,0.52114104,0.24201451
th-0.05_sl0.08_entropy_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91533362,0.23287671,0.52054795,0.01114442,0.99946265,0.52114425,0.24194660
th-0.05_sl0.08_entropy_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91537504,0.23287671,0.52054795,0.01114442,0.99946023,0.52114826,0.24190083
th-0.05_sl0.08_diff_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91489892,0.21917808,0.52054795,0.01114442,0.99946969,0.52112916,0.24228812
th-0.05_sl0.08_diff_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91493459,0.21917808,0.52054795,0.01114442,0.99946959,0.52112762,0.24226159
th-0.05_sl0.08_diff_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91496382,0.21917808,0.52054795,0.01114442,0.99946949,0.52112609,0.24223619
th-0.05_sl0.08_diff_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91500317,0.21917808,0.52054795,0.01114442,0.99946938,0.52112455,0.24221192
th-0.05_sl0.08_diff_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91504068,0.21917808,0.52054795,0.01114442,0.99946928,0.52112302,0.24218877
th-0.05_sl0.08_diff_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91510062,0.21917808,0.52054795,0.01114442,0.99946907,0.52111995,0.24214585
th-0.05_sl0.08_diff_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91517875,0.23287671,0.52054795,0.01114442,0.99946876,0.52111534,0.24208993
th-0.05_sl0.08_diff_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91524928,0.23287671,0.52054795,0.01114442,0.99946834,0.52110920,0.24203116
th-0.05_sl0.08_diff_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91531291,0.23287671,0.52054795,0.01114442,0.99946783,0.52110153,0.24198309
th-0.05_sl0.08_eco_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91491503,0.21917808,0.52054795,0.01114442,0.99946920,0.52113219,0.24227537
th-0.05_sl0.08_eco_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91496405,0.21917808,0.52054795,0.01114442,0.99946885,0.52113218,0.24224286
th-0.05_sl0.08_eco_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91500512,0.21917808,0.52054795,0.01114442,0.99946850,0.52113216,0.24221172
th-0.05_sl0.08_eco_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91504298,0.23287671,0.52054795,0.01114442,0.99946815,0.52113215,0.24218197
th-0.05_sl0.08_eco_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91508060,0.23287671,0.52054795,0.01114442,0.99946780,0.52113213,0.24215360
th-0.05_sl0.08_eco_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91514976,0.23287671,0.52054795,0.01114442,0.99946710,0.52113210,0.24210101
th-0.05_sl0.08_eco_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91524318,0.23287671,0.52054795,0.01114442,0.99946604,0.52113205,0.24203251
th-0.05_sl0.08_eco_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91533213,0.23287671,0.52054795,0.01114442,0.99946464,0.52113198,0.24196057
th-0.05_sl0.08_eco_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91539829,0.23287671,0.52054795,0.01114442,0.99946289,0.52113190,0.24190184
th-0.05_sl0.08_inv_eco_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91489846,0.21917808,0.52054795,0.01114442,0.99946922,0.52113117,0.24228988
th-0.05_sl0.08_inv_eco_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91493597,0.21917808,0.52054795,0.01114442,0.99946888,0.52113064,0.24226380
th-0.05_sl0.08_inv_eco_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91496451,0.21917808,0.52054795,0.01114442,0.99946854,0.52113011,0.24223857
th-0.05_sl0.08_inv_eco_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91499638,0.23287671,0.52054795,0.01114442,0.99946820,0.52112958,0.24221417
th-0.05_sl0.08_inv_eco_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91502929,0.23287671,0.52054795,0.01114442,0.99946787,0.52112905,0.24219062
th-0.05_sl0.08_inv_eco_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91510120,0.23287671,0.52054795,0.01114442,0.99946719,0.52112800,0.24214603
th-0.05_sl0.08_inv_eco_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91518761,0.23287671,0.52054795,0.01114442,0.99946617,0.52112641,0.24208545
th-0.05_sl0.08_inv_eco_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91527322,0.23287671,0.52054795,0.01114442,0.99946481,0.52112429,0.24201647
th-0.05_sl0.08_inv_eco_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91535986,0.23287671,0.52054795,0.01114442,0.99946312,0.52112165,0.24194919
th-0.05_sl0.12_flat_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91497555,0.21917808,0.52054795,0.01114442,0.99946852,0.52113132,0.24223573
th-0.05_sl0.12_flat_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91503872,0.23287671,0.52054795,0.01114442,0.99946783,0.52113087,0.24218608
th-0.05_sl0.12_flat_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91509798,0.23287671,0.52054795,0.01114442,0.99946714,0.52113042,0.24213962
th-0.05_sl0.12_flat_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91515677,0.23287671,0.52054795,0.01114442,0.99946645,0.52112997,0.24209633
th-0.05_sl0.12_flat_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91521131,0.23287671,0.52054795,0.01114442,0.99946576,0.52112952,0.24205623
th-0.05_sl0.12_flat_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91530635,0.23287671,0.52054795,0.01114442,0.99946438,0.52112862,0.24198558
th-0.05_sl0.12_flat_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91540542,0.23287671,0.52054795,0.01114442,0.99946231,0.52112727,0.24190352
th-0.05_sl0.12_flat_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91547894,0.23287671,0.52054795,0.01114442,0.99945956,0.52112546,0.24183876
th-0.05_sl0.12_flat_a1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91548355,0.23287671,0.52054795,0.01114442,0.99945611,0.52112321,0.24182965
th-0.05_sl0.12_entropy_a0.1,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91491929,0.21917808,0.52054795,0.01114442,0.99946893,0.52113306,0.24227588
th-0.05_sl0.12_entropy_a0.15,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91496566,0.21917808,0.52054795,0.01114442,0.99946845,0.52113348,0.24224358
th-0.05_sl0.12_entropy_a0.2,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91500317,0.23287671,0.52054795,0.01114442,0.99946797,0.52113390,0.24221265
th-0.05_sl0.12_entropy_a0.25,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91504286,0.23287671,0.52054795,0.01114442,0.99946748,0.52113432,0.24218308
th-0.05_sl0.12_entropy_a0.3,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91507842,0.23287671,0.52054795,0.01114442,0.99946700,0.52113474,0.24215487
th-0.05_sl0.12_entropy_a0.4,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91514987,0.23287671,0.52054795,0.01114442,0.99946603,0.52113557,0.24210254
th-0.05_sl0.12_entropy_a0.55,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91522765,0.23287671,0.52054795,0.01114442,0.99946458,0.52113683,0.24203428
th-0.05_sl0.12_entropy_a0.75,"clip(v110 + alpha*row_gate*support_gate*clip((auc_delta-threshold)/slope,0,1)*(v113-v110))",120,234,313,22,0.97911204,0.91531441,0.23287671,0.52054795,0.01114442,0.99946265,0.52113850,0.24196237
