name,kind,weights,macro_auc,micro_auc,top1_hit,top5_hit,scored_classes,min,max,mean,std
v114_prob_v113_0.05_v119_0.03,prob_three,v114:0.92;v113:0.05;v119:0.03,0.9795480298312081,0.9173517279976197,0.2054794520547945,0.4794520547945205,22,0.01600735541,0.9994600681999999,0.5210905518997069,0.24015184151391547
v114_prob_v113_0.08_v119_0.03,prob_three,v114:0.89;v113:0.08;v119:0.03,0.9795480298312081,0.9174567783418177,0.2054794520547945,0.4794520547945205,22,0.01600735541,0.9994594322,0.5210877341563042,0.24011092622385263
v110_logit_v119_0.05,logit_pair,v110:0.95;v119:0.05,0.9795381449593378,0.9171747647671962,0.2191780821917808,0.4931506849315068,22,0.013007438682138552,0.9994623695760646,0.5213806501822962,0.24101914100958852
v110_prob_v117_0.03,prob_pair,v110:0.97;v117:0.03,0.9795348983697848,0.9128693115037261,0.1917808219178082,0.4383561643835616,22,0.011604770980000002,0.9994044249999999,0.5211217926700356,0.24094388635208333
v110_logit_v116_0.01,logit_pair,v110:0.99;v116:0.01,0.9795289321376862,0.9152084938668663,0.2054794520547945,0.5068493150684932,22,0.011242423351696956,0.9994612046528958,0.5211775434659784,0.24210545367967176
v110_logit_v117_0.15,logit_pair,v110:0.85;v117:0.15,0.9795223118281718,0.9106854609748327,0.1643835616438356,0.4246575342465753,22,0.012699750824742333,0.9993226854078449,0.5218339392340603,0.23956274600835514
v114_prob_v116_0.01,prob_pair,v114:0.99;v116:0.01,0.9795156274305957,0.9158427079930656,0.2054794520547945,0.4931506849315068,22,0.01129891268,0.999444598,0.5211122151109847,0.24143623887977317
v114_prob_v113_0.10_v119_0.03,prob_three,v114:0.87;v113:0.10;v119:0.03,0.9795101194513461,0.9175288062886611,0.2054794520547945,0.4794520547945205,22,0.01600735541,0.9994590082,0.5210858556607022,0.24008684196504138
v114_prob_v113_0.15_v119_0.03,prob_three,v114:0.82;v113:0.15;v119:0.03,0.9795101194513461,0.9176771194252124,0.2054794520547945,0.4794520547945205,22,0.01600735541,0.9994579481999999,0.5210811594216976,0.24003781087948423
v110_logit_v119_0.02,logit_pair,v110:0.98;v119:0.02,0.9795058833767363,0.9158165892327884,0.2054794520547945,0.4931506849315068,22,0.011855672985159493,0.9994669005642249,0.5212336684368584,0.24178794528306383
v110_prob_v117_0.02,prob_pair,v110:0.98;v117:0.02,0.9794877428323553,0.913562781848175,0.1780821917808219,0.4383561643835616,22,0.01145131932,0.9994262500000001,0.5211252704155174,0.24140019187938278
v110_prob_v117_0.15,prob_pair,v110:0.85;v117:0.15,0.9794863935855375,0.9017581377485008,0.1232876712328767,0.3972602739726027,22,0.0134461909,0.999142525,0.5210800597242513,0.23631604245501436
v110_logit_v119_0.03,logit_pair,v110:0.97;v119:0.03,0.9794590560693208,0.9163043311923237,0.2191780821917808,0.4931506849315068,22,0.012227938918290295,0.9994653944913987,0.5212833875318096,0.2415227796822201
v110_prob_v119_0.03,prob_pair,v110:0.97;v119:0.03,0.9794590560693208,0.9163075528896266,0.1917808219178082,0.4794520547945205,22,0.01600735541,0.9994647172,0.521111312450239,0.24063051039943914
v114_prob_v117_0.01,prob_pair,v114:0.99;v117:0.01,0.9794536573292271,0.9151139140389026,0.1917808219178082,0.4931506849315068,22,0.01129786766,0.999444412,0.5211123526265539,0.24144998042055515
v110_logit_v117_0.01,logit_pair,v110:0.99;v117:0.01,0.9794533691698539,0.9147433037884514,0.2054794520547945,0.4931506849315068,22,0.011241973760170363,0.9994611674993071,0.521183889961103,0.24211500370799446
v110_logit_v119_0.15,logit_pair,v110:0.85;v119:0.15,0.979445038740268,0.9205606535719245,0.1780821917808219,0.4794520547945205,22,0.017702230507230597,0.9994469864628786,0.521814772222547,0.2390507742993189
v114_prob_v119_0.02,prob_pair,v114:0.98;v119:0.02,0.9794219811009583,0.9167089993856914,0.2054794520547945,0.4794520547945205,22,0.015018578680000002,0.9994628188,0.5211020536793333,0.24078195754132814
v114_prob_v113_0.00_v119_0.02,prob_three,v114:0.98;v113:0.00;v119:0.02,0.9794219811009583,0.9167089993856914,0.2054794520547945,0.4794520547945205,22,0.015018578680000002,0.9994628188,0.5211020536793333,0.24078195754132814
v114_prob_v113_0.02_v119_0.02,prob_three,v114:0.96;v113:0.02;v119:0.02,0.9794219811009583,0.9167944894248361,0.2054794520547945,0.4794520547945205,22,0.015018578679999998,0.9994623947999999,0.5211001751837314,0.24074718844740542
v114_prob_v113_0.05_v119_0.02,prob_three,v114:0.93;v113:0.05;v119:0.02,0.9794219811009583,0.9168994247084162,0.2054794520547945,0.4794520547945205,22,0.015018578680000002,0.9994617588,0.5210973574403287,0.24069980790733783
v114_prob_v113_0.08_v119_0.02,prob_three,v114:0.90;v113:0.08;v119:0.02,0.9794219811009583,0.9170087322954789,0.2054794520547945,0.4794520547945205,22,0.015018578680000002,0.9994611228,0.521094539696926,0.24065815806507126
v110_prob_v116_0.01,prob_pair,v110:0.99;v116:0.01,0.9794018962910098,0.9149478815671854,0.1917808219178082,0.4931506849315068,22,0.01129891268,0.999448261,0.5211286106454301,0.24185303559601776
v114_prob_v113_0.08_v119_0.01,prob_three,v114:0.91;v113:0.08;v119:0.01,0.9793854881157682,0.9165128210320684,0.2054794520547945,0.5068493150684932,22,0.013081497340000001,0.9994628134,0.5211013452375478,0.24121865386208916
v114_prob_v119_0.01,prob_pair,v114:0.99;v119:0.01,0.9793854881157682,0.9162096363037421,0.2054794520547945,0.4931506849315068,22,0.013081497340000001,0.9994645094,0.5211088592199551,0.24134436680040394
