candidate,reference,pearson,spearman,mean_abs_diff,max_abs_diff
v124,v110,0.9985492666551397,0.9987266098596949,0.0014121930714387464,0.26354829999999996
v124,v114,0.9981472559334855,0.9983281898353189,0.002646505213782051,0.26354829999999996
v124,v121,0.9981673492260589,0.9981810243118204,0.0018431973475071222,0.243870294
v124,v123,0.9986755099206578,0.998863152628433,0.0014256757221866097,0.257663686
v124,v124_clean_like,0.9986755099206578,0.998863152628433,0.0014256757221866097,0.257663686
