pair,corr,mad,max_abs
v110_vs_v103,0.7872857299000096,0.12780752264786324,0.84546149
v110_vs_v107,0.993720173165524,0.007462184277742165,0.2613223
v110_vs_v109,0.9971807075044501,0.004974792760505698,0.17421491999999994
