name,rows,pearson,spearman,mean_abs_diff,source
v117_vs_v116,120,0.8735247189286905,0.8729396660023259,0.057103618415153136,birdclef-2026/outputs/v116-tsubasa-convnext-sed-v1/submission.csv
v117_vs_v114,120,0.7741604806556751,0.770932664492418,0.1255973552862714,birdclef-2026/outputs/v114-v110-v113-selfblend-v1/submission.csv
v117_vs_v110,120,0.7728597602900709,0.7696800451856469,0.12587376831686253,birdclef-2026/outputs/v110-ecoproto-clean-blend-v1/submission.csv
v117_vs_v103,120,0.6578968580939559,0.6561286887286805,0.15888932106237535,birdclef-2026/outputs/v103-guarded-macro-risk-rescue-v1/submission.csv
v117_vs_v109,120,0.7746651962065475,0.7718041741013175,0.12556340198000357,birdclef-2026/outputs/v109-ecoproto-ranklaunch-perch-v1/submission.csv
v117_vs_v113,120,0.7696443103788451,0.7667805586871173,0.12685901647035255,birdclef-2026/outputs/v113-lantingguo-melnorm-ecoproto-v1/submission.csv
