branch,role,min,max,mean,std
clean_sed_surrogate,base,0.0004633812350220978,0.9999972581863403,0.630508542060852,0.26960763335227966
tsubasa_sed_view,gated_sidecar,0.0018693869933485985,0.8136433362960815,0.19095824658870697,0.12277436256408691
v122_singlepass_hybrid_sed,final_layer_input,0.0004633812350220978,0.9999972581863403,0.630655825138092,0.2695484459400177
