branch,role,min,max,mean,std
clean_final,base,0.011144416406750679,0.9994698762893677,0.521132230758667,0.24234454333782196
tsubasa_rankcal_sidecar,postfinal_sidecar,0.0004633812350220978,0.9999972581863403,0.630508542060852,0.26960763335227966
v124_postfinal_blend,submission,0.011144416406750679,0.9994698762893677,0.5220403075218201,0.2414522022008896
