class_name,active_rows,anchor_mean,final_mean
47158son17,36,0.6090324521064758,0.6199929714202881
516975,43,0.5049744844436646,0.522714376449585
116570,51,0.6090144515037537,0.613385021686554
47158son25,31,0.609270453453064,0.6229602694511414
chacha1,54,0.5090211033821106,0.5125573873519897
47158son10,58,0.6093769073486328,0.6231639385223389
47158son21,50,0.6086723804473877,0.6177871823310852
